symbols	scope_symbol_days	expected_1m_slots_calendar	stock_1m_slots	quote_1m_slots	trade_1m_slots	enrich_1m_slots	stock_slot_cov_pct	quote_slot_cov_pct	trade_slot_cov_pct	enrich_slot_cov_pct	enrich_vs_trade_slot_pct	missing_stock_slots	missing_quote_slots	missing_trade_slots	missing_enrich_vs_trade_slots	stock_rows	quote_rows	trade_rows	enrich_rows
100	8600	3455600	3413398	3090513	2916841	2916841	98.78	89.43	84.41	84.41	100.00	42202	366950	538759	0	3413398	2580180066	375194237	276302803
