dayIso	month	symbol	type	stockAttempted	quoteAttempted	tradeAttempted	enrichAttempted	expectedPaddedSlots	expectedCoreSlots	stockSlots	quoteSlots	tradeSlots	enrichSlots	stockMissingSlots	quoteMissingSlots	tradeMissingSlots	enrichVsTradeMissingSlots
2025-12-17	2025-12	MRK	open	true	true	true	true	406	390	390	406	382	382	16	0	8	0
2025-12-17	2025-12	MS	open	true	true	true	true	406	390	390	406	350	350	16	0	40	0
2025-12-17	2025-12	NOC	open	true	true	true	true	406	390	390	406	144	144	16	0	246	0
2025-12-17	2025-12	NOW	open	true	true	true	true	406	390	390	406	377	377	16	0	13	0
2025-12-17	2025-12	ORCL	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-17	2025-12	OXY	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-17	2025-12	PEP	open	true	true	true	true	406	390	390	406	364	364	16	0	26	0
2025-12-17	2025-12	PG	open	true	true	true	true	406	390	390	406	383	383	16	0	7	0
2025-12-17	2025-12	PM	open	true	true	true	true	406	390	390	406	305	305	16	0	85	0
2025-12-17	2025-12	PNC	open	true	true	true	true	406	390	390	406	184	184	16	0	206	0
2025-12-17	2025-12	PSX	open	true	true	true	true	406	390	380	406	245	245	26	0	145	0
2025-12-17	2025-12	QCOM	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-17	2025-12	RBLX	open	true	true	true	true	406	390	390	406	374	374	16	0	16	0
2025-12-17	2025-12	RF	open	true	true	true	true	406	390	300	406	66	66	106	0	324	0
2025-12-17	2025-12	RTX	open	true	true	true	true	406	390	390	406	325	325	16	0	65	0
2025-12-17	2025-12	SBUX	open	true	true	true	true	406	390	390	406	381	381	16	0	9	0
2025-12-17	2025-12	SCHW	open	true	true	true	true	406	390	390	406	326	326	16	0	64	0
2025-12-17	2025-12	SHOP	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-17	2025-12	SLB	open	true	true	true	true	406	390	390	406	328	328	16	0	62	0
2025-12-17	2025-12	SNOW	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-17	2025-12	SPGI	open	true	true	true	true	406	390	370	406	182	182	36	0	208	0
2025-12-17	2025-12	TFC	open	true	true	true	true	406	390	390	406	181	181	16	0	209	0
2025-12-17	2025-12	TGT	open	true	true	true	true	406	390	390	406	385	385	16	0	5	0
2025-12-17	2025-12	UPST	open	true	true	true	true	406	390	390	406	373	373	16	0	17	0
2025-12-17	2025-12	USB	open	true	true	true	true	406	390	390	406	317	317	16	0	73	0
2025-12-17	2025-12	V	open	true	true	true	true	406	390	390	406	372	372	16	0	18	0
2025-12-17	2025-12	VLO	open	true	true	true	true	406	390	390	406	304	304	16	0	86	0
2025-12-17	2025-12	WFC	open	true	true	true	true	406	390	390	375	375	375	16	15	15	0
2025-12-18	2025-12	ABBV	open	true	true	true	true	406	390	390	406	348	348	16	0	42	0
2025-12-18	2025-12	ABNB	open	true	true	true	true	406	390	390	406	350	350	16	0	40	0
2025-12-18	2025-12	AFRM	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-18	2025-12	ALLY	open	true	true	true	true	406	390	390	263	263	263	16	127	127	0
2025-12-18	2025-12	AMGN	open	true	true	true	true	406	390	390	406	316	316	16	0	74	0
2025-12-18	2025-12	AXP	open	true	true	true	true	406	390	390	406	359	359	16	0	31	0
2025-12-18	2025-12	BA	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-18	2025-12	BLK	open	true	true	true	true	406	390	390	205	205	205	16	185	185	0
2025-12-18	2025-12	BMY	open	true	true	true	true	406	390	390	406	374	374	16	0	16	0
2025-12-18	2025-12	C	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-18	2025-12	CAT	open	true	true	true	true	406	390	390	406	385	385	16	0	5	0
2025-12-18	2025-12	CL	open	true	true	true	true	406	390	390	281	281	281	16	109	109	0
2025-12-18	2025-12	CME	open	true	true	true	true	406	390	390	406	180	180	16	0	210	0
2025-12-18	2025-12	CMG	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-18	2025-12	COP	open	true	true	true	true	406	390	390	406	350	350	16	0	40	0
2025-12-18	2025-12	CRM	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-18	2025-12	CSCO	open	true	true	true	true	406	390	390	406	385	385	16	0	5	0
2025-12-18	2025-12	CVS	open	true	true	true	true	406	390	390	323	323	323	16	67	67	0
2025-12-18	2025-12	CVX	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-18	2025-12	DE	open	true	true	true	true	406	390	390	406	315	315	16	0	75	0
2025-12-18	2025-12	EOG	open	true	true	true	true	406	390	390	406	241	241	16	0	149	0
2025-12-18	2025-12	ETN	open	true	true	true	true	406	390	390	290	290	290	16	100	100	0
2025-12-18	2025-12	GE	open	true	true	true	true	406	390	390	406	370	370	16	0	20	0
2025-12-18	2025-12	GILD	open	true	true	true	true	406	390	390	406	296	296	16	0	94	0
2025-12-18	2025-12	GIS	open	true	true	true	true	406	390	390	406	333	333	16	0	57	0
2025-12-18	2025-12	HAL	open	true	true	true	true	406	390	390	259	259	259	16	131	131	0
2025-12-18	2025-12	HD	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-18	2025-12	HON	open	true	true	true	true	406	390	390	406	242	242	16	0	148	0
2025-12-18	2025-12	ICE	open	true	true	true	true	406	390	290	406	80	80	116	0	310	0
2025-12-18	2025-12	JNJ	open	true	true	true	true	406	390	390	376	376	376	16	14	14	0
2025-12-18	2025-12	KEY	open	true	true	true	true	406	390	390	406	226	226	16	0	164	0
2025-12-18	2025-12	KHC	open	true	true	true	true	406	390	390	406	311	311	16	0	79	0
2025-12-18	2025-12	KO	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-18	2025-12	LMT	open	true	true	true	true	406	390	390	312	312	312	16	78	78	0
2025-12-18	2025-12	LOW	open	true	true	true	true	406	390	390	406	293	293	16	0	97	0
2025-12-18	2025-12	MA	open	true	true	true	true	406	390	390	406	338	338	16	0	52	0
2025-12-18	2025-12	MCD	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-18	2025-12	MMM	open	true	true	true	true	406	390	390	272	272	272	16	118	118	0
2025-12-18	2025-12	MO	open	true	true	true	true	406	390	390	406	363	363	16	0	27	0
2025-12-18	2025-12	MPC	open	true	true	true	true	406	390	390	406	262	262	16	0	128	0
2025-12-18	2025-12	MRK	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-18	2025-12	MS	open	true	true	true	true	406	390	390	378	378	378	16	12	12	0
2025-12-18	2025-12	NOC	open	true	true	true	true	406	390	360	406	157	157	46	0	233	0
2025-12-18	2025-12	ORCL	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-18	2025-12	OXY	open	true	true	true	true	406	390	390	406	383	383	16	0	7	0
2025-12-18	2025-12	PEP	open	true	true	true	true	406	390	390	406	365	365	16	0	25	0
2025-12-18	2025-12	PG	open	true	true	true	true	406	390	390	385	385	385	16	5	5	0
2025-12-18	2025-12	PM	open	true	true	true	true	406	390	390	406	339	339	16	0	51	0
2025-12-18	2025-12	PNC	open	true	true	true	true	406	390	390	406	229	229	16	0	161	0
2025-12-18	2025-12	PSX	open	true	true	true	true	406	390	390	406	271	271	16	0	119	0
2025-12-18	2025-12	RBLX	open	true	true	true	true	406	390	390	378	378	378	16	12	12	0
2025-12-18	2025-12	RF	open	true	true	true	true	406	390	380	406	116	116	26	0	274	0
2025-12-18	2025-12	RTX	open	true	true	true	true	406	390	390	406	310	310	16	0	80	0
2025-12-18	2025-12	SCHW	open	true	true	true	true	406	390	390	406	329	329	16	0	61	0
2025-12-18	2025-12	SHOP	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-18	2025-12	SLB	open	true	true	true	true	406	390	390	406	334	334	16	0	56	0
2025-12-18	2025-12	SPGI	open	true	true	true	true	406	390	350	406	116	116	56	0	274	0
2025-12-18	2025-12	TFC	open	true	true	true	true	406	390	390	406	196	196	16	0	194	0
2025-12-18	2025-12	UPST	open	true	true	true	true	406	390	390	387	387	387	16	3	3	0
2025-12-18	2025-12	USB	open	true	true	true	true	406	390	390	406	317	317	16	0	73	0
2025-12-18	2025-12	V	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-18	2025-12	VLO	open	true	true	true	true	406	390	390	406	285	285	16	0	105	0
2025-12-18	2025-12	WFC	open	true	true	true	true	406	390	390	383	383	383	16	7	7	0
2025-12-19	2025-12	ABBV	open	true	true	true	true	406	390	390	406	379	379	16	0	11	0
2025-12-19	2025-12	ABNB	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-19	2025-12	AFRM	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-19	2025-12	ALLY	open	true	true	true	true	406	390	390	243	243	243	16	147	147	0
2025-12-19	2025-12	AMGN	open	true	true	true	true	406	390	390	406	361	361	16	0	29	0
2025-12-19	2025-12	AXP	open	true	true	true	true	406	390	390	406	371	371	16	0	19	0
2025-12-19	2025-12	BLK	open	true	true	true	true	406	390	390	406	268	268	16	0	122	0
2025-12-19	2025-12	BMY	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-19	2025-12	C	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	CAT	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-19	2025-12	CL	open	true	true	true	true	406	390	390	406	233	233	16	0	157	0
2025-12-19	2025-12	CME	open	true	true	true	true	406	390	390	215	215	215	16	175	175	0
2025-12-19	2025-12	CMG	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	COP	open	true	true	true	true	406	390	390	406	348	348	16	0	42	0
2025-12-19	2025-12	CSCO	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-19	2025-12	CVS	open	true	true	true	true	406	390	390	406	356	356	16	0	34	0
2025-12-19	2025-12	CVX	open	true	true	true	true	406	390	390	386	386	386	16	4	4	0
2025-12-19	2025-12	DE	open	true	true	true	true	406	390	390	406	330	330	16	0	60	0
2025-12-19	2025-12	DIS	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	EOG	open	true	true	true	true	406	390	390	406	244	244	16	0	146	0
2025-12-19	2025-12	ETN	open	true	true	true	true	406	390	390	296	296	296	16	94	94	0
2025-12-19	2025-12	GE	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	GILD	open	true	true	true	true	406	390	390	406	371	371	16	0	19	0
2025-12-19	2025-12	GIS	open	true	true	true	true	406	390	390	406	308	308	16	0	82	0
2025-12-19	2025-12	HAL	open	true	true	true	true	406	390	390	328	328	328	16	62	62	0
2025-12-19	2025-12	HON	open	true	true	true	true	406	390	390	406	252	252	16	0	138	0
2025-12-19	2025-12	ICE	open	true	true	true	true	406	390	360	406	91	91	46	0	299	0
2025-12-19	2025-12	JNJ	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-19	2025-12	KEY	open	true	true	true	true	406	390	390	189	189	189	16	201	201	0
2025-12-19	2025-12	KHC	open	true	true	true	true	406	390	390	406	326	326	16	0	64	0
2025-12-19	2025-12	LLY	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	LMT	open	true	true	true	true	406	390	390	406	338	338	16	0	52	0
2025-12-19	2025-12	LOW	open	true	true	true	true	406	390	390	324	324	324	16	66	66	0
2025-12-19	2025-12	MA	open	true	true	true	true	406	390	390	406	364	364	16	0	26	0
2025-12-19	2025-12	MCD	open	true	true	true	true	406	390	390	406	383	383	16	0	7	0
2025-12-19	2025-12	MMM	open	true	true	true	true	406	390	390	406	318	318	16	0	72	0
2025-12-19	2025-12	MO	open	true	true	true	true	406	390	390	374	374	374	16	16	16	0
2025-12-19	2025-12	MPC	open	true	true	true	true	406	390	390	406	219	219	16	0	171	0
2025-12-19	2025-12	MRK	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	MS	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-19	2025-12	NKE	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-19	2025-12	NOC	open	true	true	true	true	406	390	380	406	159	159	26	0	231	0
2025-12-19	2025-12	NOW	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-19	2025-12	OXY	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-19	2025-12	PEP	open	true	true	true	true	406	390	390	382	382	382	16	8	8	0
2025-12-19	2025-12	PG	open	true	true	true	true	406	390	390	406	383	383	16	0	7	0
2025-12-19	2025-12	PM	open	true	true	true	true	406	390	390	406	337	337	16	0	53	0
2025-12-19	2025-12	PNC	open	true	true	true	true	406	390	390	406	180	180	16	0	210	0
2025-12-19	2025-12	PSX	open	true	true	true	true	406	390	390	269	269	269	16	121	121	0
2025-12-19	2025-12	RBLX	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-19	2025-12	RF	open	true	true	true	true	406	390	330	406	85	85	76	0	305	0
2025-12-19	2025-12	RTX	open	true	true	true	true	406	390	390	406	371	371	16	0	19	0
2025-12-19	2025-12	SBUX	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-19	2025-12	SCHW	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-19	2025-12	SHOP	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	SLB	open	true	true	true	true	406	390	390	406	363	363	16	0	27	0
2025-12-19	2025-12	SPGI	open	true	true	true	true	406	390	360	142	142	142	46	248	248	0
2025-12-19	2025-12	TFC	open	true	true	true	true	406	390	390	406	201	201	16	0	189	0
2025-12-19	2025-12	TGT	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	UPST	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-19	2025-12	USB	open	true	true	true	true	406	390	390	312	312	312	16	78	78	0
2025-12-19	2025-12	VLO	open	true	true	true	true	406	390	390	406	313	313	16	0	77	0
2025-12-19	2025-12	WFC	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-19	2025-12	XOM	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-22	2025-12	ABBV	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-22	2025-12	ABNB	open	true	true	true	true	406	390	390	364	364	364	16	26	26	0
2025-12-22	2025-12	AFRM	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-22	2025-12	ALLY	open	true	true	true	true	406	390	390	406	256	256	16	0	134	0
2025-12-22	2025-12	AMGN	open	true	true	true	true	406	390	390	406	316	316	16	0	74	0
2025-12-22	2025-12	AXP	open	true	true	true	true	406	390	390	375	375	375	16	15	15	0
2025-12-22	2025-12	BLK	open	true	true	true	true	406	390	390	406	243	243	16	0	147	0
2025-12-22	2025-12	BMY	open	true	true	true	true	406	390	390	406	379	379	16	0	11	0
2025-12-22	2025-12	CL	open	true	true	true	true	406	390	390	406	274	274	16	0	116	0
2025-12-22	2025-12	CME	open	true	true	true	true	406	390	380	139	139	139	26	251	251	0
2025-12-22	2025-12	CMG	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-22	2025-12	COP	open	true	true	true	true	406	390	390	406	340	340	16	0	50	0
2025-12-22	2025-12	CRM	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-22	2025-12	CSCO	open	true	true	true	true	406	390	390	406	383	383	16	0	7	0
2025-12-22	2025-12	CVS	open	true	true	true	true	406	390	400	406	346	346	6	0	44	0
2025-12-22	2025-12	CVX	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-22	2025-12	DE	open	true	true	true	true	406	390	390	406	320	320	16	0	70	0
2025-12-22	2025-12	DIS	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-22	2025-12	EOG	open	true	true	true	true	406	390	390	406	262	262	16	0	128	0
2025-12-22	2025-12	ETN	open	true	true	true	true	406	390	390	283	283	283	16	107	107	0
2025-12-22	2025-12	GE	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-22	2025-12	GILD	open	true	true	true	true	406	390	390	406	323	323	16	0	67	0
2025-12-22	2025-12	GIS	open	true	true	true	true	406	390	390	406	315	315	16	0	75	0
2025-12-22	2025-12	HAL	open	true	true	true	true	406	390	390	312	312	312	16	78	78	0
2025-12-22	2025-12	HD	open	true	true	true	true	406	390	390	406	384	384	16	0	6	0
2025-12-22	2025-12	HON	open	true	true	true	true	406	390	390	406	329	329	16	0	61	0
2025-12-22	2025-12	ICE	open	true	true	true	true	406	390	300	406	69	69	106	0	321	0
2025-12-22	2025-12	JNJ	open	true	true	true	true	406	390	390	375	375	375	16	15	15	0
2025-12-22	2025-12	KEY	open	true	true	true	true	406	390	390	406	184	184	16	0	206	0
2025-12-22	2025-12	KHC	open	true	true	true	true	406	390	390	406	371	371	16	0	19	0
2025-12-22	2025-12	KO	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-22	2025-12	LMT	open	true	true	true	true	406	390	390	362	362	362	16	28	28	0
2025-12-22	2025-12	LOW	open	true	true	true	true	406	390	390	406	286	286	16	0	104	0
2025-12-22	2025-12	MA	open	true	true	true	true	406	390	390	406	378	378	16	0	12	0
2025-12-22	2025-12	MCD	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-22	2025-12	MMM	open	true	true	true	true	406	390	390	321	321	321	16	69	69	0
2025-12-22	2025-12	MO	open	true	true	true	true	406	390	390	406	369	369	16	0	21	0
2025-12-22	2025-12	MPC	open	true	true	true	true	406	390	390	406	212	212	16	0	178	0
2025-12-22	2025-12	MS	open	true	true	true	true	406	390	390	406	380	380	16	0	10	0
2025-12-22	2025-12	NOC	open	true	true	true	true	406	390	390	172	172	172	16	218	218	0
2025-12-22	2025-12	NOW	open	true	true	true	true	406	390	390	406	375	375	16	0	15	0
2025-12-22	2025-12	ORCL	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-22	2025-12	OXY	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-22	2025-12	PEP	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-22	2025-12	PG	open	true	true	true	true	406	390	390	387	387	387	16	3	3	0
2025-12-22	2025-12	PM	open	true	true	true	true	406	390	390	406	348	348	16	0	42	0
2025-12-22	2025-12	PNC	open	true	true	true	true	406	390	390	406	192	192	16	0	198	0
2025-12-22	2025-12	PSX	open	true	true	true	true	406	390	390	406	238	238	16	0	152	0
2025-12-22	2025-12	QCOM	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-22	2025-12	RBLX	open	true	true	true	true	406	390	390	406	379	379	16	0	11	0
2025-12-22	2025-12	RF	open	true	true	true	true	406	390	340	406	79	79	66	0	311	0
2025-12-22	2025-12	RTX	open	true	true	true	true	406	390	390	406	368	368	16	0	22	0
2025-12-22	2025-12	SBUX	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-22	2025-12	SCHW	open	true	true	true	true	406	390	390	406	382	382	16	0	8	0
2025-12-22	2025-12	SHOP	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-22	2025-12	SLB	open	true	true	true	true	406	390	390	406	332	332	16	0	58	0
2025-12-22	2025-12	SNOW	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-22	2025-12	SPGI	open	true	true	true	true	406	390	390	406	217	217	16	0	173	0
2025-12-22	2025-12	TFC	open	true	true	true	true	406	390	390	406	172	172	16	0	218	0
2025-12-22	2025-12	TGT	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-22	2025-12	UPST	open	true	true	true	true	406	390	390	387	387	387	16	3	3	0
2025-12-22	2025-12	USB	open	true	true	true	true	406	390	390	406	317	317	16	0	73	0
2025-12-22	2025-12	V	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-22	2025-12	VLO	open	true	true	true	true	406	390	390	406	299	299	16	0	91	0
2025-12-22	2025-12	WFC	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-22	2025-12	XOM	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-23	2025-12	ABBV	open	true	true	true	true	406	390	390	406	365	365	16	0	25	0
2025-12-23	2025-12	ABNB	open	true	true	true	true	406	390	390	406	343	343	16	0	47	0
2025-12-23	2025-12	ADBE	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-23	2025-12	AFRM	open	true	true	true	true	406	390	390	384	384	384	16	6	6	0
2025-12-23	2025-12	ALLY	open	true	true	true	true	406	390	390	406	201	201	16	0	189	0
2025-12-23	2025-12	AMGN	open	true	true	true	true	406	390	390	406	304	304	16	0	86	0
2025-12-23	2025-12	AXP	open	true	true	true	true	406	390	390	406	365	365	16	0	25	0
2025-12-23	2025-12	BAC	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-23	2025-12	BLK	open	true	true	true	true	406	390	360	127	127	127	46	263	263	0
2025-12-23	2025-12	BMY	open	true	true	true	true	406	390	390	406	368	368	16	0	22	0
2025-12-23	2025-12	CAT	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-23	2025-12	CL	open	true	true	true	true	406	390	390	406	239	239	16	0	151	0
2025-12-23	2025-12	CME	open	true	true	true	true	406	390	390	131	131	131	16	259	259	0
2025-12-23	2025-12	CMG	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-23	2025-12	COP	open	true	true	true	true	406	390	390	406	313	313	16	0	77	0
2025-12-23	2025-12	CSCO	open	true	true	true	true	406	390	390	406	376	376	16	0	14	0
2025-12-23	2025-12	CVS	open	true	true	true	true	406	390	390	406	301	301	16	0	89	0
2025-12-23	2025-12	CVX	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-23	2025-12	DE	open	true	true	true	true	406	390	390	406	273	273	16	0	117	0
2025-12-23	2025-12	DIS	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-23	2025-12	EOG	open	true	true	true	true	406	390	390	277	277	277	16	113	113	0
2025-12-23	2025-12	ETN	open	true	true	true	true	406	390	390	406	250	250	16	0	140	0
2025-12-23	2025-12	GE	open	true	true	true	true	406	390	390	406	373	373	16	0	17	0
2025-12-23	2025-12	GILD	open	true	true	true	true	406	390	390	406	332	332	16	0	58	0
2025-12-23	2025-12	GIS	open	true	true	true	true	406	390	390	287	287	287	16	103	103	0
2025-12-23	2025-12	HAL	open	true	true	true	true	406	390	390	406	278	278	16	0	112	0
2025-12-23	2025-12	HD	open	true	true	true	true	406	390	390	406	384	384	16	0	6	0
2025-12-23	2025-12	HON	open	true	true	true	true	406	390	390	406	242	242	16	0	148	0
2025-12-23	2025-12	ICE	open	true	true	true	true	406	390	280	53	53	53	126	337	337	0
2025-12-23	2025-12	JNJ	open	true	true	true	true	406	390	390	406	365	365	16	0	25	0
2025-12-23	2025-12	KEY	open	true	true	true	true	406	390	380	406	177	177	26	0	213	0
2025-12-23	2025-12	KHC	open	true	true	true	true	406	390	390	406	375	375	16	0	15	0
2025-12-23	2025-12	KO	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-23	2025-12	LMT	open	true	true	true	true	406	390	390	406	291	291	16	0	99	0
2025-12-23	2025-12	LOW	open	true	true	true	true	406	390	390	406	267	267	16	0	123	0
2025-12-23	2025-12	MA	open	true	true	true	true	406	390	390	406	357	357	16	0	33	0
2025-12-23	2025-12	MCD	open	true	true	true	true	406	390	390	381	381	381	16	9	9	0
2025-12-23	2025-12	MMM	open	true	true	true	true	406	390	390	290	290	290	16	100	100	0
2025-12-23	2025-12	MO	open	true	true	true	true	406	390	390	406	356	356	16	0	34	0
2025-12-23	2025-12	MPC	open	true	true	true	true	406	390	390	406	175	175	16	0	215	0
2025-12-23	2025-12	MRK	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-23	2025-12	MS	open	true	true	true	true	406	390	390	344	344	344	16	46	46	0
2025-12-23	2025-12	NOC	open	true	true	true	true	406	390	340	406	110	110	66	0	280	0
2025-12-23	2025-12	NOW	open	true	true	true	true	406	390	390	406	386	386	16	0	4	0
2025-12-23	2025-12	ORCL	open	true	true	true	true	406	390	390	406	389	389	16	0	1	0
2025-12-23	2025-12	OXY	open	true	true	true	true	406	390	390	383	383	383	16	7	7	0
2025-12-23	2025-12	PEP	open	true	true	true	true	406	390	390	387	387	387	16	3	3	0
2025-12-23	2025-12	PG	open	true	true	true	true	406	390	390	406	387	387	16	0	3	0
2025-12-23	2025-12	PM	open	true	true	true	true	406	390	390	406	351	351	16	0	39	0
2025-12-23	2025-12	PNC	open	true	true	true	true	406	390	380	122	122	122	26	268	268	0
2025-12-23	2025-12	PSX	open	true	true	true	true	406	390	390	194	194	194	16	196	196	0
2025-12-23	2025-12	QCOM	open	true	true	true	true	406	390	390	406	383	383	16	0	7	0
2025-12-23	2025-12	RBLX	open	true	true	true	true	406	390	390	406	368	368	16	0	22	0
2025-12-23	2025-12	RF	open	true	true	true	true	406	390	320	73	73	73	86	317	317	0
2025-12-23	2025-12	RTX	open	true	true	true	true	406	390	390	350	350	350	16	40	40	0
2025-12-23	2025-12	SCHW	open	true	true	true	true	406	390	390	406	355	355	16	0	35	0
2025-12-23	2025-12	SHOP	open	true	true	true	true	406	390	390	406	385	385	16	0	5	0
2025-12-23	2025-12	SLB	open	true	true	true	true	406	390	390	307	307	307	16	83	83	0
2025-12-23	2025-12	SPGI	open	true	true	true	true	406	390	380	147	147	147	26	243	243	0
2025-12-23	2025-12	TFC	open	true	true	true	true	406	390	380	406	144	144	26	0	246	0
2025-12-23	2025-12	TGT	open	true	true	true	true	406	390	390	406	388	388	16	0	2	0
2025-12-23	2025-12	UPST	open	true	true	true	true	406	390	390	366	366	366	16	24	24	0
2025-12-23	2025-12	USB	open	true	true	true	true	406	390	390	293	293	293	16	97	97	0
2025-12-23	2025-12	V	open	true	true	true	true	406	390	390	406	384	384	16	0	6	0
2025-12-23	2025-12	VLO	open	true	true	true	true	406	390	390	406	254	254	16	0	136	0
2025-12-23	2025-12	WFC	open	true	true	true	true	406	390	390	372	372	372	16	18	18	0
2025-12-23	2025-12	XOM	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-26	2025-12	ABBV	open	true	true	true	true	406	390	390	377	377	377	16	13	13	0
2025-12-26	2025-12	ABNB	open	true	true	true	true	406	390	390	406	328	328	16	0	62	0
2025-12-26	2025-12	AFRM	open	true	true	true	true	406	390	390	406	379	379	16	0	11	0
2025-12-26	2025-12	ALLY	open	true	true	true	true	406	390	370	123	123	123	36	267	267	0
2025-12-26	2025-12	AMGN	open	true	true	true	true	406	390	390	307	307	307	16	83	83	0
2025-12-26	2025-12	AXP	open	true	true	true	true	406	390	390	406	364	364	16	0	26	0
2025-12-26	2025-12	BLK	open	true	false	true	true	406	390	390	406	236	236	16	0	154	0
2025-12-26	2025-12	BMY	open	true	true	true	true	406	390	390	376	376	376	16	14	14	0
2025-12-26	2025-12	CAT	open	true	true	true	true	406	390	390	388	388	388	16	2	2	0
2025-12-26	2025-12	CL	open	true	true	true	true	406	390	390	159	159	159	16	231	231	0
2025-12-26	2025-12	CME	open	true	true	true	true	406	390	340	93	93	93	66	297	297	0
2025-12-26	2025-12	CMG	open	true	true	true	true	406	390	390	389	389	389	16	1	1	0
2025-12-26	2025-12	COP	open	true	true	true	true	406	390	390	333	333	333	16	57	57	0
