month	expectedSymbolDays	expectedPaddedSlots	expectedCoreSlots	stockSlots	quoteSlots	tradeSlots	enrichSlots	stockMissingSlots	quoteMissingSlots	tradeMissingSlots	tradeNoDataSlots	tradeIncompleteSlots	enrichVsTradeMissingSlots	stockDaysMissing	quoteDaysMissing	tradeDaysMissing	tradeNoDataDays	enrichDaysMissing	stockAttemptedDays	quoteAttemptedDays	tradeAttemptedDays	enrichAttemptedDays	openSymbolDays	earlyCloseSymbolDays
2025-11	1900	753400	723000	753400	753400	637619	637619	0	0	86017	86017	0	0	0	0	0	1179	0	1900	1898	1900	1900	1800	100
2025-12	2200	875200	840000	875200	850898	735606	735515	0	11331	105119	93788	11331	92	0	135	135	1298	1	2200	2200	2200	2200	2100	100
2026-01	2000	812000	780000	812000	774350	702459	702459	0	20970	78189	57219	20970	0	0	304	304	917	0	2000	2000	2000	2000	2000	0
2026-02	1900	771400	741000	771671	744672	666524	666524	0	10630	74822	64192	10630	0	0	150	150	986	0	1900	1900	1900	1900	1900	0
2026-03	700	284200	273000	284293	273819	244341	244341	0	2670	28881	26211	2670	0	0	28	28	412	0	700	700	700	700	700	0
