dayIso	month	symbol	type	expectedPaddedSlots	expectedCoreSlots	stockSlots	quoteSlots	tradeSlots	enrichSlots	stockMissingSlots	quoteMissingSlots	tradeMissingSlots	enrichVsTradeMissingSlots
2025-12-17	2025-12	RF	open	406	390	406	66	66	66	0	324	324	0
2025-12-17	2025-12	RTX	open	406	390	406	325	325	325	0	65	65	0
2025-12-17	2025-12	SBUX	open	406	390	406	381	381	381	0	9	9	0
2025-12-17	2025-12	SCHW	open	406	390	406	326	326	326	0	64	64	0
2025-12-17	2025-12	SHOP	open	406	390	406	386	386	386	0	4	4	0
2025-12-17	2025-12	SLB	open	406	390	406	328	328	328	0	62	62	0
2025-12-17	2025-12	SNOW	open	406	390	406	386	386	386	0	4	4	0
2025-12-17	2025-12	SPGI	open	406	390	406	182	182	182	0	208	208	0
2025-12-17	2025-12	TFC	open	406	390	406	181	181	181	0	209	209	0
2025-12-17	2025-12	TGT	open	406	390	406	385	385	385	0	5	5	0
2025-12-17	2025-12	UPST	open	406	390	406	373	373	373	0	17	17	0
2025-12-17	2025-12	USB	open	406	390	406	317	317	317	0	73	73	0
2025-12-17	2025-12	V	open	406	390	406	372	372	372	0	18	18	0
2025-12-17	2025-12	VLO	open	406	390	406	304	304	304	0	86	86	0
2025-12-17	2025-12	WFC	open	406	390	406	375	375	375	0	15	15	0
2025-12-18	2025-12	ABBV	open	406	390	406	348	348	348	0	42	42	0
2025-12-18	2025-12	ABNB	open	406	390	406	350	350	350	0	40	40	0
2025-12-18	2025-12	AFRM	open	406	390	406	389	389	389	0	1	1	0
2025-12-18	2025-12	ALLY	open	406	390	406	263	263	263	0	127	127	0
2025-12-18	2025-12	AMGN	open	406	390	406	316	316	316	0	74	74	0
2025-12-18	2025-12	AXP	open	406	390	406	359	359	359	0	31	31	0
2025-12-18	2025-12	BA	open	406	390	406	389	389	389	0	1	1	0
2025-12-18	2025-12	BLK	open	406	390	406	205	205	205	0	185	185	0
2025-12-18	2025-12	BMY	open	406	390	406	374	374	374	0	16	16	0
2025-12-18	2025-12	C	open	406	390	406	388	388	388	0	2	2	0
2025-12-18	2025-12	CAT	open	406	390	406	385	385	385	0	5	5	0
2025-12-18	2025-12	CL	open	406	390	406	281	281	281	0	109	109	0
2025-12-18	2025-12	CME	open	406	390	406	180	180	180	0	210	210	0
2025-12-18	2025-12	CMG	open	406	390	406	389	389	389	0	1	1	0
2025-12-18	2025-12	COP	open	406	390	406	350	350	350	0	40	40	0
2025-12-18	2025-12	CRM	open	406	390	406	388	388	388	0	2	2	0
2025-12-18	2025-12	CSCO	open	406	390	406	385	385	385	0	5	5	0
2025-12-18	2025-12	CVS	open	406	390	406	323	323	323	0	67	67	0
2025-12-18	2025-12	CVX	open	406	390	406	386	386	386	0	4	4	0
2025-12-18	2025-12	DE	open	406	390	406	315	315	315	0	75	75	0
2025-12-18	2025-12	EOG	open	406	390	406	241	241	241	0	149	149	0
2025-12-18	2025-12	ETN	open	406	390	406	290	290	290	0	100	100	0
2025-12-18	2025-12	GE	open	406	390	406	370	370	370	0	20	20	0
2025-12-18	2025-12	GILD	open	406	390	406	296	296	296	0	94	94	0
2025-12-18	2025-12	GIS	open	406	390	406	333	333	333	0	57	57	0
2025-12-18	2025-12	HAL	open	406	390	406	259	259	259	0	131	131	0
2025-12-18	2025-12	HD	open	406	390	406	388	388	388	0	2	2	0
2025-12-18	2025-12	HON	open	406	390	406	242	242	242	0	148	148	0
2025-12-18	2025-12	ICE	open	406	390	406	80	80	80	0	310	310	0
2025-12-18	2025-12	JNJ	open	406	390	406	376	376	376	0	14	14	0
2025-12-18	2025-12	KEY	open	406	390	406	226	226	226	0	164	164	0
2025-12-18	2025-12	KHC	open	406	390	406	311	311	311	0	79	79	0
2025-12-18	2025-12	KO	open	406	390	406	386	386	386	0	4	4	0
2025-12-18	2025-12	LMT	open	406	390	406	312	312	312	0	78	78	0
2025-12-18	2025-12	LOW	open	406	390	406	293	293	293	0	97	97	0
2025-12-18	2025-12	MA	open	406	390	406	338	338	338	0	52	52	0
2025-12-18	2025-12	MCD	open	406	390	406	387	387	387	0	3	3	0
2025-12-18	2025-12	MMM	open	406	390	406	272	272	272	0	118	118	0
2025-12-18	2025-12	MO	open	406	390	406	363	363	363	0	27	27	0
2025-12-18	2025-12	MPC	open	406	390	406	262	262	262	0	128	128	0
2025-12-18	2025-12	MRK	open	406	390	406	388	388	388	0	2	2	0
2025-12-18	2025-12	MS	open	406	390	406	378	378	378	0	12	12	0
2025-12-18	2025-12	NOC	open	406	390	406	157	157	157	0	233	233	0
2025-12-18	2025-12	ORCL	open	406	390	406	388	388	388	0	2	2	0
2025-12-18	2025-12	OXY	open	406	390	406	383	383	383	0	7	7	0
2025-12-18	2025-12	PEP	open	406	390	406	365	365	365	0	25	25	0
2025-12-18	2025-12	PG	open	406	390	406	385	385	385	0	5	5	0
2025-12-18	2025-12	PM	open	406	390	406	339	339	339	0	51	51	0
2025-12-18	2025-12	PNC	open	406	390	406	229	229	229	0	161	161	0
2025-12-18	2025-12	PSX	open	406	390	406	271	271	271	0	119	119	0
2025-12-18	2025-12	RBLX	open	406	390	406	378	378	378	0	12	12	0
2025-12-18	2025-12	RF	open	406	390	406	116	116	116	0	274	274	0
2025-12-18	2025-12	RTX	open	406	390	406	310	310	310	0	80	80	0
2025-12-18	2025-12	SCHW	open	406	390	406	329	329	329	0	61	61	0
2025-12-18	2025-12	SHOP	open	406	390	406	388	388	388	0	2	2	0
2025-12-18	2025-12	SLB	open	406	390	406	334	334	334	0	56	56	0
2025-12-18	2025-12	SPGI	open	406	390	406	116	116	116	0	274	274	0
2025-12-18	2025-12	TFC	open	406	390	406	196	196	196	0	194	194	0
2025-12-18	2025-12	UPST	open	406	390	406	387	387	387	0	3	3	0
2025-12-18	2025-12	USB	open	406	390	406	317	317	317	0	73	73	0
2025-12-18	2025-12	V	open	406	390	406	389	389	389	0	1	1	0
2025-12-18	2025-12	VLO	open	406	390	406	285	285	285	0	105	105	0
2025-12-18	2025-12	WFC	open	406	390	406	383	383	383	0	7	7	0
2025-12-19	2025-12	ABBV	open	406	390	406	379	379	379	0	11	11	0
2025-12-19	2025-12	ABNB	open	406	390	406	380	380	380	0	10	10	0
2025-12-19	2025-12	AFRM	open	406	390	406	388	388	388	0	2	2	0
2025-12-19	2025-12	ALLY	open	406	390	406	243	243	243	0	147	147	0
2025-12-19	2025-12	AMGN	open	406	390	406	361	361	361	0	29	29	0
2025-12-19	2025-12	AXP	open	406	390	406	371	371	371	0	19	19	0
2025-12-19	2025-12	BLK	open	406	390	406	268	268	268	0	122	122	0
2025-12-19	2025-12	BMY	open	406	390	406	388	388	388	0	2	2	0
2025-12-19	2025-12	C	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	CAT	open	406	390	406	387	387	387	0	3	3	0
2025-12-19	2025-12	CL	open	406	390	406	233	233	233	0	157	157	0
2025-12-19	2025-12	CME	open	406	390	406	215	215	215	0	175	175	0
2025-12-19	2025-12	CMG	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	COP	open	406	390	406	348	348	348	0	42	42	0
2025-12-19	2025-12	CSCO	open	406	390	406	388	388	388	0	2	2	0
2025-12-19	2025-12	CVS	open	406	390	406	356	356	356	0	34	34	0
2025-12-19	2025-12	CVX	open	406	390	406	386	386	386	0	4	4	0
2025-12-19	2025-12	DE	open	406	390	406	330	330	330	0	60	60	0
2025-12-19	2025-12	DIS	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	EOG	open	406	390	406	244	244	244	0	146	146	0
2025-12-19	2025-12	ETN	open	406	390	406	296	296	296	0	94	94	0
2025-12-19	2025-12	GE	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	GILD	open	406	390	406	371	371	371	0	19	19	0
2025-12-19	2025-12	GIS	open	406	390	406	308	308	308	0	82	82	0
2025-12-19	2025-12	HAL	open	406	390	406	328	328	328	0	62	62	0
2025-12-19	2025-12	HON	open	406	390	406	252	252	252	0	138	138	0
2025-12-19	2025-12	ICE	open	406	390	406	91	91	91	0	299	299	0
2025-12-19	2025-12	JNJ	open	406	390	406	380	380	380	0	10	10	0
2025-12-19	2025-12	KEY	open	406	390	406	189	189	189	0	201	201	0
2025-12-19	2025-12	KHC	open	406	390	406	326	326	326	0	64	64	0
2025-12-19	2025-12	LLY	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	LMT	open	406	390	406	338	338	338	0	52	52	0
2025-12-19	2025-12	LOW	open	406	390	406	324	324	324	0	66	66	0
2025-12-19	2025-12	MA	open	406	390	406	364	364	364	0	26	26	0
2025-12-19	2025-12	MCD	open	406	390	406	383	383	383	0	7	7	0
2025-12-19	2025-12	MMM	open	406	390	406	318	318	318	0	72	72	0
2025-12-19	2025-12	MO	open	406	390	406	374	374	374	0	16	16	0
2025-12-19	2025-12	MPC	open	406	390	406	219	219	219	0	171	171	0
2025-12-19	2025-12	MRK	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	MS	open	406	390	406	380	380	380	0	10	10	0
2025-12-19	2025-12	NKE	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	NOC	open	406	390	406	159	159	159	0	231	231	0
2025-12-19	2025-12	NOW	open	406	390	406	388	388	388	0	2	2	0
2025-12-19	2025-12	OXY	open	406	390	406	388	388	388	0	2	2	0
2025-12-19	2025-12	PEP	open	406	390	406	382	382	382	0	8	8	0
2025-12-19	2025-12	PG	open	406	390	406	383	383	383	0	7	7	0
2025-12-19	2025-12	PM	open	406	390	406	337	337	337	0	53	53	0
2025-12-19	2025-12	PNC	open	406	390	406	180	180	180	0	210	210	0
2025-12-19	2025-12	PSX	open	406	390	406	269	269	269	0	121	121	0
2025-12-19	2025-12	RBLX	open	406	390	406	388	388	388	0	2	2	0
2025-12-19	2025-12	RF	open	406	390	406	85	85	85	0	305	305	0
2025-12-19	2025-12	RTX	open	406	390	406	371	371	371	0	19	19	0
2025-12-19	2025-12	SBUX	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	SCHW	open	406	390	406	380	380	380	0	10	10	0
2025-12-19	2025-12	SHOP	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	SLB	open	406	390	406	363	363	363	0	27	27	0
2025-12-19	2025-12	SPGI	open	406	390	406	142	142	142	0	248	248	0
2025-12-19	2025-12	TFC	open	406	390	406	201	201	201	0	189	189	0
2025-12-19	2025-12	TGT	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	UPST	open	406	390	406	389	389	389	0	1	1	0
2025-12-19	2025-12	USB	open	406	390	406	312	312	312	0	78	78	0
2025-12-19	2025-12	VLO	open	406	390	406	313	313	313	0	77	77	0
2025-12-19	2025-12	WFC	open	406	390	406	386	386	386	0	4	4	0
2025-12-19	2025-12	XOM	open	406	390	406	389	389	389	0	1	1	0
2025-12-22	2025-12	ABBV	open	406	390	406	380	380	380	0	10	10	0
2025-12-22	2025-12	ABNB	open	406	390	406	364	364	364	0	26	26	0
2025-12-22	2025-12	AFRM	open	406	390	406	386	386	386	0	4	4	0
2025-12-22	2025-12	ALLY	open	406	390	406	256	256	256	0	134	134	0
2025-12-22	2025-12	AMGN	open	406	390	406	316	316	316	0	74	74	0
2025-12-22	2025-12	AXP	open	406	390	406	375	375	375	0	15	15	0
2025-12-22	2025-12	BLK	open	406	390	406	243	243	243	0	147	147	0
2025-12-22	2025-12	BMY	open	406	390	406	379	379	379	0	11	11	0
2025-12-22	2025-12	CL	open	406	390	406	274	274	274	0	116	116	0
2025-12-22	2025-12	CME	open	406	390	406	139	139	139	0	251	251	0
2025-12-22	2025-12	CMG	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	COP	open	406	390	406	340	340	340	0	50	50	0
2025-12-22	2025-12	CRM	open	406	390	406	388	388	388	0	2	2	0
2025-12-22	2025-12	CSCO	open	406	390	406	383	383	383	0	7	7	0
2025-12-22	2025-12	CVS	open	406	390	406	346	346	346	0	44	44	0
2025-12-22	2025-12	CVX	open	406	390	406	388	388	388	0	2	2	0
2025-12-22	2025-12	DE	open	406	390	406	320	320	320	0	70	70	0
2025-12-22	2025-12	DIS	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	EOG	open	406	390	406	262	262	262	0	128	128	0
2025-12-22	2025-12	ETN	open	406	390	406	283	283	283	0	107	107	0
2025-12-22	2025-12	GE	open	406	390	406	389	389	389	0	1	1	0
2025-12-22	2025-12	GILD	open	406	390	406	323	323	323	0	67	67	0
2025-12-22	2025-12	GIS	open	406	390	406	315	315	315	0	75	75	0
2025-12-22	2025-12	HAL	open	406	390	406	312	312	312	0	78	78	0
2025-12-22	2025-12	HD	open	406	390	406	384	384	384	0	6	6	0
2025-12-22	2025-12	HON	open	406	390	406	329	329	329	0	61	61	0
2025-12-22	2025-12	ICE	open	406	390	406	69	69	69	0	321	321	0
2025-12-22	2025-12	JNJ	open	406	390	406	375	375	375	0	15	15	0
2025-12-22	2025-12	KEY	open	406	390	406	184	184	184	0	206	206	0
2025-12-22	2025-12	KHC	open	406	390	406	371	371	371	0	19	19	0
2025-12-22	2025-12	KO	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	LMT	open	406	390	406	362	362	362	0	28	28	0
2025-12-22	2025-12	LOW	open	406	390	406	286	286	286	0	104	104	0
2025-12-22	2025-12	MA	open	406	390	406	378	378	378	0	12	12	0
2025-12-22	2025-12	MCD	open	406	390	406	380	380	380	0	10	10	0
2025-12-22	2025-12	MMM	open	406	390	406	321	321	321	0	69	69	0
2025-12-22	2025-12	MO	open	406	390	406	369	369	369	0	21	21	0
2025-12-22	2025-12	MPC	open	406	390	406	212	212	212	0	178	178	0
2025-12-22	2025-12	MS	open	406	390	406	380	380	380	0	10	10	0
2025-12-22	2025-12	NOC	open	406	390	406	172	172	172	0	218	218	0
2025-12-22	2025-12	NOW	open	406	390	406	375	375	375	0	15	15	0
2025-12-22	2025-12	ORCL	open	406	390	406	389	389	389	0	1	1	0
2025-12-22	2025-12	OXY	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	PEP	open	406	390	406	388	388	388	0	2	2	0
2025-12-22	2025-12	PG	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	PM	open	406	390	406	348	348	348	0	42	42	0
2025-12-22	2025-12	PNC	open	406	390	406	192	192	192	0	198	198	0
2025-12-22	2025-12	PSX	open	406	390	406	238	238	238	0	152	152	0
2025-12-22	2025-12	QCOM	open	406	390	406	389	389	389	0	1	1	0
2025-12-22	2025-12	RBLX	open	406	390	406	379	379	379	0	11	11	0
2025-12-22	2025-12	RF	open	406	390	406	79	79	79	0	311	311	0
2025-12-22	2025-12	RTX	open	406	390	406	368	368	368	0	22	22	0
2025-12-22	2025-12	SBUX	open	406	390	406	389	389	389	0	1	1	0
2025-12-22	2025-12	SCHW	open	406	390	406	382	382	382	0	8	8	0
2025-12-22	2025-12	SHOP	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	SLB	open	406	390	406	332	332	332	0	58	58	0
2025-12-22	2025-12	SNOW	open	406	390	406	388	388	388	0	2	2	0
2025-12-22	2025-12	SPGI	open	406	390	406	217	217	217	0	173	173	0
2025-12-22	2025-12	TFC	open	406	390	406	172	172	172	0	218	218	0
2025-12-22	2025-12	TGT	open	406	390	406	386	386	386	0	4	4	0
2025-12-22	2025-12	UPST	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	USB	open	406	390	406	317	317	317	0	73	73	0
2025-12-22	2025-12	V	open	406	390	406	387	387	387	0	3	3	0
2025-12-22	2025-12	VLO	open	406	390	406	299	299	299	0	91	91	0
2025-12-22	2025-12	WFC	open	406	390	406	389	389	389	0	1	1	0
2025-12-22	2025-12	XOM	open	406	390	406	389	389	389	0	1	1	0
2025-12-23	2025-12	ABBV	open	406	390	406	365	365	365	0	25	25	0
2025-12-23	2025-12	ABNB	open	406	390	406	343	343	343	0	47	47	0
2025-12-23	2025-12	ADBE	open	406	390	406	389	389	389	0	1	1	0
2025-12-23	2025-12	AFRM	open	406	390	406	384	384	384	0	6	6	0
2025-12-23	2025-12	ALLY	open	406	390	406	201	201	201	0	189	189	0
2025-12-23	2025-12	AMGN	open	406	390	406	304	304	304	0	86	86	0
2025-12-23	2025-12	AXP	open	406	390	406	365	365	365	0	25	25	0
2025-12-23	2025-12	BAC	open	406	390	406	388	388	388	0	2	2	0
2025-12-23	2025-12	BLK	open	406	390	406	127	127	127	0	263	263	0
2025-12-23	2025-12	BMY	open	406	390	406	368	368	368	0	22	22	0
2025-12-23	2025-12	CAT	open	406	390	406	386	386	386	0	4	4	0
2025-12-23	2025-12	CL	open	406	390	406	239	239	239	0	151	151	0
2025-12-23	2025-12	CME	open	406	390	406	131	131	131	0	259	259	0
2025-12-23	2025-12	CMG	open	406	390	406	388	388	388	0	2	2	0
2025-12-23	2025-12	COP	open	406	390	406	313	313	313	0	77	77	0
2025-12-23	2025-12	CSCO	open	406	390	406	376	376	376	0	14	14	0
2025-12-23	2025-12	CVS	open	406	390	406	301	301	301	0	89	89	0
2025-12-23	2025-12	CVX	open	406	390	406	388	388	388	0	2	2	0
2025-12-23	2025-12	DE	open	406	390	406	273	273	273	0	117	117	0
2025-12-23	2025-12	DIS	open	406	390	406	386	386	386	0	4	4	0
2025-12-23	2025-12	EOG	open	406	390	406	277	277	277	0	113	113	0
2025-12-23	2025-12	ETN	open	406	390	406	250	250	250	0	140	140	0
2025-12-23	2025-12	GE	open	406	390	406	373	373	373	0	17	17	0
2025-12-23	2025-12	GILD	open	406	390	406	332	332	332	0	58	58	0
2025-12-23	2025-12	GIS	open	406	390	406	287	287	287	0	103	103	0
2025-12-23	2025-12	HAL	open	406	390	406	278	278	278	0	112	112	0
2025-12-23	2025-12	HD	open	406	390	406	384	384	384	0	6	6	0
2025-12-23	2025-12	HON	open	406	390	406	242	242	242	0	148	148	0
2025-12-23	2025-12	ICE	open	406	390	406	53	53	53	0	337	337	0
2025-12-23	2025-12	JNJ	open	406	390	406	365	365	365	0	25	25	0
2025-12-23	2025-12	KEY	open	406	390	406	177	177	177	0	213	213	0
2025-12-23	2025-12	KHC	open	406	390	406	375	375	375	0	15	15	0
2025-12-23	2025-12	KO	open	406	390	406	389	389	389	0	1	1	0
2025-12-23	2025-12	LMT	open	406	390	406	291	291	291	0	99	99	0
2025-12-23	2025-12	LOW	open	406	390	406	267	267	267	0	123	123	0
2025-12-23	2025-12	MA	open	406	390	406	357	357	357	0	33	33	0
2025-12-23	2025-12	MCD	open	406	390	406	381	381	381	0	9	9	0
2025-12-23	2025-12	MMM	open	406	390	406	290	290	290	0	100	100	0
2025-12-23	2025-12	MO	open	406	390	406	356	356	356	0	34	34	0
2025-12-23	2025-12	MPC	open	406	390	406	175	175	175	0	215	215	0
2025-12-23	2025-12	MRK	open	406	390	406	388	388	388	0	2	2	0
2025-12-23	2025-12	MS	open	406	390	406	344	344	344	0	46	46	0
2025-12-23	2025-12	NOC	open	406	390	406	110	110	110	0	280	280	0
2025-12-23	2025-12	NOW	open	406	390	406	386	386	386	0	4	4	0
2025-12-23	2025-12	ORCL	open	406	390	406	389	389	389	0	1	1	0
2025-12-23	2025-12	OXY	open	406	390	406	383	383	383	0	7	7	0
2025-12-23	2025-12	PEP	open	406	390	406	387	387	387	0	3	3	0
2025-12-23	2025-12	PG	open	406	390	406	387	387	387	0	3	3	0
2025-12-23	2025-12	PM	open	406	390	406	351	351	351	0	39	39	0
2025-12-23	2025-12	PNC	open	406	390	406	122	122	122	0	268	268	0
2025-12-23	2025-12	PSX	open	406	390	406	194	194	194	0	196	196	0
2025-12-23	2025-12	QCOM	open	406	390	406	383	383	383	0	7	7	0
2025-12-23	2025-12	RBLX	open	406	390	406	368	368	368	0	22	22	0
2025-12-23	2025-12	RF	open	406	390	406	73	73	73	0	317	317	0
2025-12-23	2025-12	RTX	open	406	390	406	350	350	350	0	40	40	0
2025-12-23	2025-12	SCHW	open	406	390	406	355	355	355	0	35	35	0
2025-12-23	2025-12	SHOP	open	406	390	406	385	385	385	0	5	5	0
2025-12-23	2025-12	SLB	open	406	390	406	307	307	307	0	83	83	0
2025-12-23	2025-12	SPGI	open	406	390	406	147	147	147	0	243	243	0
2025-12-23	2025-12	TFC	open	406	390	406	144	144	144	0	246	246	0
2025-12-23	2025-12	TGT	open	406	390	406	388	388	388	0	2	2	0
2025-12-23	2025-12	UPST	open	406	390	406	366	366	366	0	24	24	0
2025-12-23	2025-12	USB	open	406	390	406	293	293	293	0	97	97	0
2025-12-23	2025-12	V	open	406	390	406	384	384	384	0	6	6	0
2025-12-23	2025-12	VLO	open	406	390	406	254	254	254	0	136	136	0
2025-12-23	2025-12	WFC	open	406	390	406	372	372	372	0	18	18	0
2025-12-23	2025-12	XOM	open	406	390	406	388	388	388	0	2	2	0
2025-12-26	2025-12	ABBV	open	406	390	406	377	377	377	0	13	13	0
2025-12-26	2025-12	ABNB	open	406	390	406	328	328	328	0	62	62	0
2025-12-26	2025-12	AFRM	open	406	390	406	379	379	379	0	11	11	0
2025-12-26	2025-12	ALLY	open	406	390	406	123	123	123	0	267	267	0
2025-12-26	2025-12	AMGN	open	406	390	406	307	307	307	0	83	83	0
2025-12-26	2025-12	AXP	open	406	390	406	364	364	364	0	26	26	0
2025-12-26	2025-12	BLK	open	406	390	406	236	236	236	0	154	154	0
2025-12-26	2025-12	BMY	open	406	390	406	376	376	376	0	14	14	0
2025-12-26	2025-12	CAT	open	406	390	406	388	388	388	0	2	2	0
2025-12-26	2025-12	CL	open	406	390	406	159	159	159	0	231	231	0
2025-12-26	2025-12	CME	open	406	390	406	93	93	93	0	297	297	0
2025-12-26	2025-12	CMG	open	406	390	406	389	389	389	0	1	1	0
2025-12-26	2025-12	COP	open	406	390	406	333	333	333	0	57	57	0
2025-12-26	2025-12	CSCO	open	406	390	406	378	378	378	0	12	12	0
2025-12-26	2025-12	CVS	open	406	390	406	346	346	346	0	44	44	0
2025-12-26	2025-12	CVX	open	406	390	406	383	383	383	0	7	7	0
2025-12-26	2025-12	DE	open	406	390	406	272	272	272	0	118	118	0
2025-12-26	2025-12	EOG	open	406	390	406	231	231	231	0	159	159	0
2025-12-26	2025-12	ETN	open	406	390	406	285	285	285	0	105	105	0
2025-12-26	2025-12	GE	open	406	390	406	387	387	387	0	3	3	0
2025-12-26	2025-12	GILD	open	406	390	406	288	288	288	0	102	102	0
2025-12-26	2025-12	GIS	open	406	390	406	224	224	224	0	166	166	0
2025-12-26	2025-12	HAL	open	406	390	406	264	264	264	0	126	126	0
2025-12-26	2025-12	HD	open	406	390	406	384	384	384	0	6	6	0
2025-12-26	2025-12	HON	open	406	390	406	224	224	224	0	166	166	0
2025-12-26	2025-12	ICE	open	406	390	406	49	49	49	0	341	341	0
2025-12-26	2025-12	JNJ	open	406	390	406	376	376	376	0	14	14	0
2025-12-26	2025-12	KEY	open	406	390	406	160	160	160	0	230	230	0
2025-12-26	2025-12	KHC	open	406	390	406	345	345	345	0	45	45	0
2025-12-26	2025-12	LMT	open	406	390	406	328	328	328	0	62	62	0
2025-12-26	2025-12	LOW	open	406	390	406	266	266	266	0	124	124	0
2025-12-26	2025-12	MA	open	406	390	406	358	358	358	0	32	32	0
2025-12-26	2025-12	MCD	open	406	390	406	377	377	377	0	13	13	0
2025-12-26	2025-12	MMM	open	406	390	406	276	276	276	0	114	114	0
2025-12-26	2025-12	MO	open	406	390	406	377	377	377	0	13	13	0
2025-12-26	2025-12	MPC	open	406	390	406	154	154	154	0	236	236	0
2025-12-26	2025-12	MRK	open	406	390	406	387	387	387	0	3	3	0
2025-12-26	2025-12	MS	open	406	390	406	360	360	360	0	30	30	0
2025-12-26	2025-12	NOC	open	406	390	406	82	82	82	0	308	308	0
2025-12-26	2025-12	NOW	open	406	390	406	388	388	388	0	2	2	0
2025-12-26	2025-12	OXY	open	406	390	406	386	386	386	0	4	4	0
2025-12-26	2025-12	PEP	open	406	390	406	374	374	374	0	16	16	0
2025-12-26	2025-12	PFE	open	406	390	406	389	389	389	0	1	1	0
2025-12-26	2025-12	PG	open	406	390	406	384	384	384	0	6	6	0
2025-12-26	2025-12	PM	open	406	390	406	336	336	336	0	54	54	0
2025-12-26	2025-12	PNC	open	406	390	406	148	148	148	0	242	242	0
2025-12-26	2025-12	PSX	open	406	390	406	225	225	225	0	165	165	0
2025-12-26	2025-12	QCOM	open	406	390	406	387	387	387	0	3	3	0
2025-12-26	2025-12	RBLX	open	406	390	406	385	385	385	0	5	5	0
2025-12-26	2025-12	RF	open	406	390	406	69	69	69	0	321	321	0
2025-12-26	2025-12	RTX	open	406	390	406	330	330	330	0	60	60	0
2025-12-26	2025-12	SBUX	open	406	390	406	385	385	385	0	5	5	0
2025-12-26	2025-12	SCHW	open	406	390	406	344	344	344	0	46	46	0
2025-12-26	2025-12	SHOP	open	406	390	406	389	389	389	0	1	1	0
2025-12-26	2025-12	SLB	open	406	390	406	357	357	357	0	33	33	0
2025-12-26	2025-12	SNOW	open	406	390	406	389	389	389	0	1	1	0
2025-12-26	2025-12	SPGI	open	406	390	406	103	103	103	0	287	287	0
2025-12-26	2025-12	TFC	open	406	390	406	131	131	131	0	259	259	0
2025-12-26	2025-12	UPST	open	406	390	406	383	383	383	0	7	7	0
2025-12-26	2025-12	USB	open	406	390	406	235	235	235	0	155	155	0
2025-12-26	2025-12	V	open	406	390	406	386	386	386	0	4	4	0
2025-12-26	2025-12	VLO	open	406	390	406	255	255	255	0	135	135	0
2025-12-26	2025-12	WFC	open	406	390	406	381	381	381	0	9	9	0
2025-12-26	2025-12	XOM	open	406	390	406	388	388	388	0	2	2	0
2025-12-29	2025-12	ABBV	open	406	390	406	376	376	376	0	14	14	0
2025-12-29	2025-12	ABNB	open	406	390	406	312	312	312	0	78	78	0
2025-12-29	2025-12	AFRM	open	406	390	406	367	367	367	0	23	23	0
2025-12-29	2025-12	ALLY	open	406	390	406	132	132	132	0	258	258	0
2025-12-29	2025-12	AMGN	open	406	390	406	296	296	296	0	94	94	0
2025-12-29	2025-12	AXP	open	406	390	406	352	352	352	0	38	38	0
2025-12-29	2025-12	BLK	open	406	390	406	248	248	248	0	142	142	0
2025-12-29	2025-12	BMY	open	406	390	406	367	367	367	0	23	23	0
2025-12-29	2025-12	C	open	406	390	406	389	389	389	0	1	1	0
2025-12-29	2025-12	CL	open	406	390	406	201	201	201	0	189	189	0
2025-12-29	2025-12	CME	open	406	390	406	113	113	113	0	277	277	0
2025-12-29	2025-12	CMG	open	406	390	406	385	385	385	0	5	5	0
2025-12-29	2025-12	COP	open	406	390	406	331	331	331	0	59	59	0
2025-12-29	2025-12	CRM	open	406	390	406	389	389	389	0	1	1	0
2025-12-29	2025-12	CSCO	open	406	390	406	376	376	376	0	14	14	0
2025-12-29	2025-12	CVS	open	406	390	406	328	328	328	0	62	62	0
2025-12-29	2025-12	CVX	open	406	390	406	387	387	387	0	3	3	0
2025-12-29	2025-12	DE	open	406	390	406	280	280	280	0	110	110	0
2025-12-29	2025-12	EOG	open	406	390	406	219	219	219	0	171	171	0
2025-12-29	2025-12	ETN	open	406	390	406	256	256	256	0	134	134	0
2025-12-29	2025-12	GE	open	406	390	406	347	347	347	0	43	43	0
2025-12-29	2025-12	GILD	open	406	390	406	301	301	301	0	89	89	0
2025-12-29	2025-12	GIS	open	406	390	406	226	226	226	0	164	164	0
2025-12-29	2025-12	GS	open	406	390	406	387	387	387	0	3	3	0
2025-12-29	2025-12	HAL	open	406	390	406	311	311	311	0	79	79	0
2025-12-29	2025-12	HD	open	406	390	406	388	388	388	0	2	2	0
2025-12-29	2025-12	HON	open	406	390	406	226	226	226	0	164	164	0
