trade_minutes	missing_quote_minutes	missing_stock_minutes	missing_enrich_minutes	symbol_days_missing_quote_minutes	symbol_days_missing_stock_minutes	symbol_days_missing_enrich_minutes
2260934	0	0	757459	0	0	2173
