symbol	month	scope_symbol_days	expected_1m_slots_calendar	early_close_days_in_scope	full_close_days_in_scope	trade_1m_slots	trade_slot_cov_pct	quote_1m_slots	quote_slot_cov_pct	stock_1m_slots	stock_slot_cov_pct	enrich_1m_slots	enrich_slot_cov_pct	enrich_vs_trade_slot_pct	trade_rows	quote_rows	stock_rows	enrich_rows
SLB	2025-11-01	18	7308	0	0	6481	88.68	7308	100	7308	100	6481	88.68	100	51264	5459888	7308	51264
SNOW	2025-11-01	18	7308	0	0	6956	95.18	7308	100	7308	100	6956	95.18	100	125800	13514698	7308	125800
SOFI	2025-11-01	18	7308	0	0	7021	96.07	7308	100	7308	100	7021	96.07	100	1194379	9478476	7308	1194379
SPGI	2025-11-01	18	7308	0	0	2605	35.65	7308	100	7308	100	2605	35.65	100	6758	12527536	7308	6758
SPY	2025-11-01	18	7308	0	0	7293	99.79	7308	100	7308	100	7293	99.79	100	23595801	76156668	7308	23595801
TFC	2025-11-01	18	7308	0	0	2865	39.2	7308	100	7308	100	2865	39.2	100	8093	2964612	7308	8093
TGT	2025-11-01	18	7308	0	0	7009	95.91	7308	100	7308	100	7009	95.91	100	197384	8684340	7308	197384
TSLA	2025-11-01	18	7308	0	0	7030	96.2	7308	100	7308	100	7030	96.2	100	9106152	40478200	7308	9106152
UBER	2025-11-01	18	7308	0	0	7021	96.07	7308	100	7308	100	7021	96.07	100	362560	9499588	7308	362560
UNH	2025-11-01	18	7308	0	0	7022	96.09	7308	100	7308	100	7022	96.09	100	583130	19392184	7308	583130
UPST	2025-11-01	18	7308	0	0	6954	95.16	7308	100	7308	100	6954	95.16	100	127569	8333556	7308	127569
USB	2025-11-01	18	7308	0	0	4471	61.18	7308	100	7308	100	4471	61.18	100	16527	5431468	7308	16527
V	2025-11-01	18	7308	0	0	6983	95.55	7308	100	7308	100	6983	95.55	100	109575	17437700	7308	109575
VLO	2025-11-01	18	7308	0	0	5573	76.26	7308	100	7308	100	5573	76.26	100	30929	8136240	7308	30929
WFC	2025-11-01	18	7308	0	0	6863	93.91	7308	100	7308	100	6863	93.91	100	103637	9091964	7308	103637
WMT	2025-11-01	18	7308	0	0	7021	96.07	7308	100	7308	100	7021	96.07	100	332415	8753360	7308	332415
XOM	2025-11-01	18	7308	0	0	6958	95.21	7308	100	7308	100	6958	95.21	100	199675	8938496	7308	199675
AAPL	2025-12-01	21	8526	0	0	8195	96.12	8211	96.31	8526	100	8195	96.12	100	1998727	1593602	8526	1897523
ABBV	2025-12-01	21	8526	0	0	7734	90.71	7755	90.96	8526	100	7734	90.71	100	60640	603607	8526	57124
ABNB	2025-12-01	21	8526	0	0	7423	87.06	7456	87.45	8526	100	7423	87.06	100	54696	558298	8526	48326
ADBE	2025-12-01	21	8526	0	0	8185	96	8201	96.19	8526	100	8185	96	100	262399	1225451	8526	233971
AFRM	2025-12-01	21	8526	0	0	8035	94.24	8053	94.45	8526	100	8035	94.24	100	110008	562742	8526	107854
ALLY	2025-12-01	21	8526	0	0	4031	47.28	4271	50.09	8526	100	4031	47.28	100	15557	187831	8526	15114
AMD	2025-12-01	21	8526	0	0	8192	96.08	8208	96.27	8526	100	8192	96.08	100	1653070	1690307	8526	1554499
AMGN	2025-12-01	21	8526	0	0	6999	82.09	7034	82.5	8526	100	6999	82.09	100	46110	709336	8526	45088
AMZN	2025-12-01	21	8526	0	0	8193	96.09	8209	96.28	8526	100	8193	96.09	100	1944993	1484248	8526	1641236
AVGO	2025-12-01	21	8526	0	0	8191	96.07	8207	96.26	8526	100	8191	96.07	100	1679344	1923799	8526	1450882
AXP	2025-12-01	21	8526	0	0	7629	89.48	7691	90.21	8526	100	7629	89.48	100	64068	742013	8526	55587
BA	2025-12-01	21	8526	0	0	8189	96.05	8205	96.24	8526	100	8189	96.05	100	359484	797581	8526	298280
BAC	2025-12-01	21	8526	0	0	8185	96	8201	96.19	8526	100	8185	96	100	211916	492360	8526	189477
BLK	2025-12-01	21	8526	0	0	4583	53.75	4775	56.01	8526	100	4583	53.75	100	15796	268118	8526	12245
BMY	2025-12-01	21	8526	0	0	7916	92.85	7934	93.06	8526	100	7916	92.85	100	89680	248114	8526	81356
C	2025-12-01	21	8526	0	0	8132	95.38	8153	95.63	8526	100	8132	95.38	100	208809	629182	8526	195166
CAT	2025-12-01	21	8526	0	0	8114	95.17	8114	95.17	8526	100	8114	95.17	100	140678	81866	8526	129874
CL	2025-12-01	21	8526	0	0	4894	57.4	5068	59.44	8526	100	4894	57.4	100	15191	350191	8526	14027
CME	2025-12-01	21	8526	0	0	2822	33.1	2822	33.1	8526	100	2822	33.1	100	9226	5208	8526	8375
CMG	2025-12-01	21	8526	0	0	8145	95.53	8162	95.73	8526	100	8145	95.53	100	148006	273207	8526	140336
COIN	2025-12-01	21	8526	0	0	8190	96.06	8190	96.06	8526	100	8190	96.06	100	771128	384810	8526	678351
COP	2025-12-01	21	8526	0	0	7162	84	7205	84.51	8526	100	7162	84	100	47244	347516	8526	45575
COST	2025-12-01	21	8526	0	0	8190	96.06	8190	96.06	8526	100	8190	96.06	100	320421	205088	8526	278111
