s.day_iso	s.symbol	expected_slots	stock_slots	quote_slots	trade_slots	enrich_slots
2025-12-03	UBER	406	406	390	390	390
2025-12-03	UNH	406	406	390	390	390
2025-12-03	UPST	406	406	385	385	385
2025-12-03	USB	406	406	287	287	287
2025-12-03	V	406	406	380	380	380
2025-12-03	VLO	406	406	293	293	293
2025-12-03	WFC	406	406	386	386	386
2025-12-03	WMT	406	406	390	390	390
2025-12-03	XOM	406	406	387	387	387
2025-12-04	AAPL	406	406	390	390	390
2025-12-04	ABBV	406	406	371	371	371
2025-12-04	ABNB	406	406	355	355	355
2025-12-04	ADBE	406	406	390	390	390
2025-12-04	AFRM	406	406	388	388	388
2025-12-04	ALLY	406	406	302	302	302
2025-12-04	AMD	406	406	390	390	390
2025-12-04	AMGN	406	406	384	384	384
2025-12-04	AMZN	406	406	390	390	390
2025-12-04	AVGO	406	406	390	390	390
2025-12-04	AXP	406	406	379	379	379
2025-12-04	BA	406	406	390	390	390
2025-12-04	BAC	406	406	390	390	390
2025-12-04	BLK	406	406	222	222	222
2025-12-04	BMY	406	406	390	390	390
2025-12-04	C	406	406	388	388	388
2025-12-04	CAT	406	406	389	389	389
2025-12-04	CL	406	406	211	211	211
2025-12-04	CME	406	406	142	142	142
2025-12-04	CMG	406	406	389	389	389
2025-12-04	COIN	406	406	390	390	390
2025-12-04	COP	406	406	370	370	370
2025-12-04	COST	406	406	390	390	390
2025-12-04	CRM	406	406	390	390	390
2025-12-04	CSCO	406	406	377	377	377
2025-12-04	CVS	406	406	365	365	365
2025-12-04	CVX	406	406	387	387	387
2025-12-04	DE	406	406	313	313	313
2025-12-04	DIS	406	406	386	386	386
2025-12-04	EOG	406	406	246	246	246
2025-12-04	ETN	406	406	242	242	242
2025-12-04	GE	406	406	364	364	364
2025-12-04	GILD	406	406	322	322	322
2025-12-04	GIS	406	406	250	250	250
2025-12-04	GOOGL	406	406	390	390	390
2025-12-04	GS	406	406	389	389	389
2025-12-04	HAL	406	406	343	343	343
2025-12-04	HD	406	406	385	385	385
2025-12-04	HON	406	406	213	213	213
2025-12-04	HOOD	406	406	390	390	390
2025-12-04	ICE	406	406	85	85	85
2025-12-04	INTC	406	406	390	390	390
2025-12-04	JNJ	406	406	385	385	385
2025-12-04	JPM	406	406	390	390	390
2025-12-04	KEY	406	406	234	234	234
2025-12-04	KHC	406	406	315	315	315
2025-12-04	KO	406	406	390	390	390
2025-12-04	LLY	406	406	390	390	390
2025-12-04	LMT	406	406	340	340	340
2025-12-04	LOW	406	406	262	262	262
2025-12-04	MA	406	406	377	377	377
2025-12-04	MCD	406	406	373	373	373
2025-12-04	META	406	406	390	390	390
2025-12-04	MMM	406	406	339	339	339
2025-12-04	MO	406	406	354	354	354
2025-12-04	MPC	406	406	120	120	120
2025-12-04	MRK	406	406	387	387	387
2025-12-04	MS	406	406	381	381	381
2025-12-04	MSFT	406	406	390	390	390
2025-12-04	MU	406	406	390	390	390
2025-12-04	NFLX	406	406	390	390	390
2025-12-04	NKE	406	406	390	390	390
2025-12-04	NOC	406	406	100	100	100
2025-12-04	NOW	406	406	361	361	361
2025-12-04	NVDA	406	406	391	391	391
2025-12-04	ORCL	406	406	389	389	389
2025-12-04	OXY	406	406	374	374	374
2025-12-04	PEP	406	406	382	382	382
2025-12-04	PFE	406	406	390	390	390
2025-12-04	PG	406	406	381	381	381
2025-12-04	PLTR	406	406	390	390	390
2025-12-04	PM	406	406	379	379	379
2025-12-04	PNC	406	406	256	256	256
2025-12-04	PSX	406	406	210	210	210
2025-12-04	PYPL	406	406	390	390	390
2025-12-04	QCOM	406	406	390	390	390
2025-12-04	QQQ	406	406	405	405	405
2025-12-04	RBLX	406	406	390	390	390
2025-12-04	RF	406	406	107	107	107
2025-12-04	RTX	406	406	357	357	357
2025-12-04	SBUX	406	406	389	389	389
2025-12-04	SCHW	406	406	353	353	353
2025-12-04	SHOP	406	406	390	390	390
2025-12-04	SLB	406	406	376	376	376
2025-12-04	SNOW	406	406	390	390	390
2025-12-04	SOFI	406	406	390	390	390
2025-12-04	SPGI	406	406	140	140	140
2025-12-04	SPY	406	406	405	405	405
2025-12-04	TFC	406	406	187	187	187
2025-12-04	TGT	406	406	387	387	387
2025-12-04	TSLA	406	406	391	391	391
2025-12-04	UBER	406	406	390	390	390
2025-12-04	UNH	406	406	390	390	390
2025-12-04	UPST	406	406	390	390	390
2025-12-04	USB	406	406	296	296	296
2025-12-04	V	406	406	389	389	389
2025-12-04	VLO	406	406	289	289	289
2025-12-04	WFC	406	406	379	379	379
2025-12-04	WMT	406	406	390	390	390
2025-12-04	XOM	406	406	390	390	390
2025-12-05	AAPL	406	406	390	390	390
2025-12-05	ABBV	406	406	373	373	373
2025-12-05	ABNB	406	406	380	380	380
2025-12-05	ADBE	406	406	390	390	390
2025-12-05	AFRM	406	406	389	389	389
2025-12-05	ALLY	406	406	201	201	201
2025-12-05	AMD	406	406	390	390	390
2025-12-05	AMGN	406	406	381	381	381
2025-12-05	AMZN	406	406	390	390	390
2025-12-05	AVGO	406	406	390	390	390
2025-12-05	AXP	406	406	363	363	363
2025-12-05	BA	406	406	390	390	390
2025-12-05	BAC	406	406	390	390	390
2025-12-05	BLK	406	406	241	241	241
2025-12-05	BMY	406	406	387	387	387
2025-12-05	C	406	406	388	388	388
2025-12-05	CAT	406	406	389	389	389
2025-12-05	CL	406	406	235	235	235
2025-12-05	CME	406	406	182	182	182
2025-12-05	CMG	406	406	388	388	388
2025-12-05	COIN	406	406	390	390	390
2025-12-05	COP	406	406	377	377	377
2025-12-05	COST	406	406	390	390	390
2025-12-05	CRM	406	406	390	390	390
2025-12-05	CSCO	406	406	386	386	386
2025-12-05	CVS	406	406	382	382	382
2025-12-05	CVX	406	406	386	386	386
2025-12-05	DE	406	406	322	322	322
2025-12-05	DIS	406	406	389	389	389
2025-12-05	EOG	406	406	286	286	286
2025-12-05	ETN	406	406	227	227	227
2025-12-05	GE	406	406	389	389	389
2025-12-05	GILD	406	406	338	338	338
2025-12-05	GIS	406	406	251	251	251
2025-12-05	GOOGL	406	406	390	390	390
2025-12-05	GS	406	406	390	390	390
2025-12-05	HAL	406	406	364	364	364
2025-12-05	HD	406	406	388	388	388
2025-12-05	HON	406	406	275	275	275
2025-12-05	HOOD	406	406	390	390	390
2025-12-05	ICE	406	406	57	57	57
2025-12-05	INTC	406	406	390	390	390
2025-12-05	JNJ	406	406	381	381	381
2025-12-05	JPM	406	406	390	390	390
2025-12-05	KEY	406	406	259	259	259
2025-12-05	KHC	406	406	355	355	355
2025-12-05	KO	406	406	389	389	389
2025-12-05	LLY	406	406	390	390	390
2025-12-05	LMT	406	406	365	365	365
2025-12-05	LOW	406	406	289	289	289
2025-12-05	MA	406	406	373	373	373
2025-12-05	MCD	406	406	380	380	380
2025-12-05	META	406	406	391	391	391
2025-12-05	MMM	406	406	355	355	355
2025-12-05	MO	406	406	373	373	373
2025-12-05	MPC	406	406	87	87	87
2025-12-05	MRK	406	406	389	389	389
2025-12-05	MS	406	406	373	373	373
2025-12-05	MSFT	406	406	391	391	391
2025-12-05	MU	406	406	390	390	390
2025-12-05	NFLX	406	406	391	391	391
2025-12-05	NKE	406	406	390	390	390
2025-12-05	NOC	406	406	111	111	111
2025-12-05	NOW	406	406	362	362	362
2025-12-05	NVDA	406	406	391	391	391
2025-12-05	ORCL	406	406	389	389	389
2025-12-05	OXY	406	406	385	385	385
2025-12-05	PEP	406	406	383	383	383
2025-12-05	PFE	406	406	387	387	387
2025-12-05	PG	406	406	387	387	387
2025-12-05	PLTR	406	406	391	391	391
2025-12-05	PM	406	406	333	333	333
2025-12-05	PNC	406	406	284	284	284
2025-12-05	PSX	406	406	289	289	289
2025-12-05	PYPL	406	406	390	390	390
2025-12-05	QCOM	406	406	389	389	389
2025-12-05	QQQ	406	406	405	405	405
2025-12-05	RBLX	406	406	384	384	384
2025-12-05	RF	406	406	87	87	87
2025-12-05	RTX	406	406	329	329	329
2025-12-05	SBUX	406	406	387	387	387
2025-12-05	SCHW	406	406	345	345	345
2025-12-05	SHOP	406	406	389	389	389
2025-12-05	SLB	406	406	378	378	378
2025-12-05	SNOW	406	406	390	390	390
2025-12-05	SOFI	406	406	390	390	390
2025-12-05	SPGI	406	406	143	143	143
2025-12-05	SPY	406	406	405	405	405
2025-12-05	TFC	406	406	134	134	134
2025-12-05	TGT	406	406	390	390	390
2025-12-05	TSLA	406	406	391	391	391
2025-12-05	UBER	406	406	389	389	389
2025-12-05	UNH	406	406	392	392	392
2025-12-05	UPST	406	406	389	389	389
2025-12-05	USB	406	406	267	267	267
2025-12-05	V	406	406	389	389	389
2025-12-05	VLO	406	406	286	286	286
2025-12-05	WFC	406	406	387	387	387
2025-12-05	WMT	406	406	390	390	390
2025-12-05	XOM	406	406	389	389	389
2025-12-08	AAPL	406	406	390	390	390
2025-12-08	ABBV	406	406	371	371	371
2025-12-08	ABNB	406	406	350	350	350
2025-12-08	ADBE	406	406	390	390	390
2025-12-08	AFRM	406	406	379	379	379
2025-12-08	ALLY	406	406	172	172	172
2025-12-08	AMD	406	406	390	390	390
2025-12-08	AMGN	406	406	367	367	367
2025-12-08	AMZN	406	406	390	390	390
2025-12-08	AVGO	406	406	390	390	390
2025-12-08	AXP	406	406	375	375	375
2025-12-08	BA	406	406	390	390	390
2025-12-08	BAC	406	406	388	388	388
2025-12-08	BLK	406	406	182	182	182
2025-12-08	BMY	406	406	378	378	378
2025-12-08	C	406	406	388	388	388
2025-12-08	CAT	406	406	386	386	386
2025-12-08	CL	406	406	286	286	286
2025-12-08	CME	406	406	143	143	143
2025-12-08	CMG	406	406	389	389	389
2025-12-08	COIN	406	406	390	390	390
2025-12-08	COP	406	406	325	325	325
2025-12-08	COST	406	406	390	390	390
2025-12-08	CRM	406	406	390	390	390
2025-12-08	CSCO	406	406	389	389	389
2025-12-08	CVS	406	406	385	385	385
2025-12-08	CVX	406	406	388	388	388
2025-12-08	DE	406	406	317	317	317
2025-12-08	DIS	406	406	392	392	392
2025-12-08	EOG	406	406	219	219	219
2025-12-08	ETN	406	406	293	293	293
2025-12-08	GE	406	406	355	355	355
2025-12-08	GILD	406	406	315	315	315
2025-12-08	GIS	406	406	324	324	324
2025-12-08	GOOGL	406	406	390	390	390
2025-12-08	GS	406	406	390	390	390
2025-12-08	HAL	406	406	310	310	310
2025-12-08	HD	406	406	380	380	380
2025-12-08	HON	406	406	211	211	211
2025-12-08	HOOD	406	406	390	390	390
2025-12-08	ICE	406	406	76	76	76
2025-12-08	INTC	406	406	390	390	390
2025-12-08	JNJ	406	406	376	376	376
2025-12-08	JPM	406	406	390	390	390
2025-12-08	KEY	406	406	206	206	206
2025-12-08	KHC	406	406	328	328	328
2025-12-08	KO	406	406	386	386	386
2025-12-08	LLY	406	406	390	390	390
2025-12-08	LMT	406	406	384	384	384
2025-12-08	LOW	406	406	254	254	254
2025-12-08	MA	406	406	372	372	372
2025-12-08	MCD	406	406	381	381	381
2025-12-08	META	406	406	390	390	390
2025-12-08	MMM	406	406	333	333	333
2025-12-08	MO	406	406	360	360	360
2025-12-08	MPC	406	406	98	98	98
2025-12-08	MRK	406	406	386	386	386
2025-12-08	MS	406	406	373	373	373
2025-12-08	MSFT	406	406	390	390	390
2025-12-08	MU	406	406	390	390	390
2025-12-08	NFLX	406	406	392	392	392
2025-12-08	NKE	406	406	390	390	390
2025-12-08	NOC	406	406	104	104	104
2025-12-08	NOW	406	406	332	332	332
2025-12-08	NVDA	406	406	391	391	391
2025-12-08	ORCL	406	406	389	389	389
2025-12-08	OXY	406	406	389	389	389
2025-12-08	PEP	406	406	379	379	379
2025-12-08	PFE	406	406	390	390	390
2025-12-08	PG	406	406	389	389	389
2025-12-08	PLTR	406	406	390	390	390
2025-12-08	PM	406	406	327	327	327
2025-12-08	PNC	406	406	207	207	207
2025-12-08	PSX	406	406	225	225	225
2025-12-08	PYPL	406	406	390	390	390
2025-12-08	QCOM	406	406	382	382	382
2025-12-08	QQQ	406	406	405	405	405
2025-12-08	RBLX	406	406	373	373	373
2025-12-08	RF	406	406	47	47	47
2025-12-08	RTX	406	406	312	312	312
2025-12-08	SBUX	406	406	387	387	387
2025-12-08	SCHW	406	406	327	327	327
2025-12-08	SHOP	406	406	389	389	389
2025-12-08	SLB	406	406	357	357	357
2025-12-08	SNOW	406	406	389	389	389
2025-12-08	SOFI	406	406	390	390	390
2025-12-08	SPGI	406	406	169	169	169
2025-12-08	SPY	406	406	405	405	405
2025-12-08	TFC	406	406	194	194	194
2025-12-08	TGT	406	406	390	390	390
2025-12-08	TSLA	406	406	390	390	390
2025-12-08	UBER	406	406	390	390	390
2025-12-08	UNH	406	406	390	390	390
2025-12-08	UPST	406	406	389	389	389
2025-12-08	USB	406	406	257	257	257
2025-12-08	V	406	406	388	388	388
2025-12-08	VLO	406	406	269	269	269
2025-12-08	WFC	406	406	376	376	376
2025-12-08	WMT	406	406	390	390	390
2025-12-08	XOM	406	406	385	385	385
2025-12-09	AAPL	406	406	390	390	390
2025-12-09	ABBV	406	406	362	362	362
2025-12-09	ABNB	406	406	368	368	368
2025-12-09	ADBE	406	406	390	390	390
2025-12-09	AFRM	406	406	375	375	375
2025-12-09	ALLY	406	406	144	144	144
2025-12-09	AMD	406	406	390	390	390
2025-12-09	AMGN	406	406	367	367	367
2025-12-09	AMZN	406	406	390	390	390
2025-12-09	AVGO	406	406	390	390	390
2025-12-09	AXP	406	406	368	368	368
2025-12-09	BA	406	406	390	390	390
2025-12-09	BAC	406	406	390	390	390
2025-12-09	BLK	406	406	171	171	171
2025-12-09	BMY	406	406	374	374	374
2025-12-09	C	406	406	389	389	389
2025-12-09	CAT	406	406	380	380	380
2025-12-09	CL	406	406	259	259	259
2025-12-09	CME	406	406	124	124	124
2025-12-09	CMG	406	406	388	388	388
2025-12-09	COIN	406	406	390	390	390
2025-12-09	COP	406	406	316	316	316
2025-12-09	COST	406	406	390	390	390
2025-12-09	CRM	406	406	390	390	390
2025-12-09	CSCO	406	406	387	387	387
2025-12-09	CVS	406	406	377	377	377
2025-12-09	CVX	406	406	379	379	379
2025-12-09	DE	406	406	316	316	316
2025-12-09	DIS	406	406	384	384	384
2025-12-09	EOG	406	406	169	169	169
2025-12-09	ETN	406	406	284	284	284
2025-12-09	GE	406	406	342	342	342
2025-12-09	GILD	406	406	314	314	314
2025-12-09	GIS	406	406	266	266	266
2025-12-09	GOOGL	406	406	390	390	390
2025-12-09	GS	406	406	390	390	390
2025-12-09	HAL	406	406	332	332	332
2025-12-09	HD	406	406	388	388	388
2025-12-09	HON	406	406	285	285	285
2025-12-09	HOOD	406	406	390	390	390
2025-12-09	ICE	406	406	89	89	89
2025-12-09	INTC	406	406	390	390	390
2025-12-09	JNJ	406	406	383	383	383
2025-12-09	JPM	406	406	390	390	390
2025-12-09	KEY	406	406	313	313	313
2025-12-09	KHC	406	406	333	333	333
2025-12-09	KO	406	406	385	385	385
2025-12-09	LLY	406	406	390	390	390
2025-12-09	LMT	406	406	334	334	334
2025-12-09	LOW	406	406	292	292	292
2025-12-09	MA	406	406	371	371	371
2025-12-09	MCD	406	406	347	347	347
2025-12-09	META	406	406	390	390	390
2025-12-09	MMM	406	406	292	292	292
2025-12-09	MO	406	406	342	342	342
2025-12-09	MPC	406	406	115	115	115
2025-12-09	MRK	406	406	389	389	389
2025-12-09	MS	406	406	371	371	371
2025-12-09	MSFT	406	406	390	390	390
2025-12-09	MU	406	406	390	390	390
2025-12-09	NFLX	406	406	390	390	390
2025-12-09	NKE	406	406	390	390	390
2025-12-09	NOC	406	406	106	106	106
2025-12-09	NOW	406	406	304	304	304
2025-12-09	NVDA	406	406	390	390	390
2025-12-09	ORCL	406	406	388	388	388
2025-12-09	OXY	406	406	377	377	377
2025-12-09	PEP	406	406	378	378	378
2025-12-09	PFE	406	406	391	391	391
2025-12-09	PG	406	406	388	388	388
2025-12-09	PLTR	406	406	390	390	390
2025-12-09	PM	406	406	323	323	323
2025-12-09	PNC	406	406	263	263	263
2025-12-09	PSX	406	406	194	194	194
2025-12-09	PYPL	406	406	390	390	390
2025-12-09	QCOM	406	406	389	389	389
2025-12-09	QQQ	406	406	405	405	405
2025-12-09	RBLX	406	406	371	371	371
2025-12-09	RF	406	406	74	74	74
2025-12-09	RTX	406	406	327	327	327
2025-12-09	SBUX	406	406	389	389	389
2025-12-09	SCHW	406	406	344	344	344
2025-12-09	SHOP	406	406	384	384	384
2025-12-09	SLB	406	406	362	362	362
2025-12-09	SNOW	406	406	390	390	390
2025-12-09	SOFI	406	406	390	390	390
2025-12-09	SPGI	406	406	98	98	98
2025-12-09	SPY	406	406	405	405	405
2025-12-09	TFC	406	406	204	204	204
2025-12-09	TGT	406	406	388	388	388
2025-12-09	TSLA	406	406	391	391	391
2025-12-09	UBER	406	406	390	390	390
2025-12-09	UNH	406	406	390	390	390
2025-12-09	UPST	406	406	384	384	384
2025-12-09	USB	406	406	282	282	282
2025-12-09	V	406	406	384	384	384
2025-12-09	VLO	406	406	297	297	297
2025-12-09	WFC	406	406	384	384	384
2025-12-09	WMT	406	406	390	390	390
2025-12-09	XOM	406	406	390	390	390
2025-12-10	AAPL	406	406	390	390	390
2025-12-10	ABBV	406	406	363	363	363
2025-12-10	ABNB	406	406	344	344	344
2025-12-10	ADBE	406	406	390	390	390
2025-12-10	AFRM	406	406	375	375	375
2025-12-10	ALLY	406	406	327	327	327
2025-12-10	AMD	406	406	390	390	390
2025-12-10	AMGN	406	406	331	331	331
2025-12-10	AMZN	406	406	392	392	392
2025-12-10	AVGO	406	406	390	390	390
2025-12-10	AXP	406	406	377	377	377
2025-12-10	BA	406	406	390	390	390
2025-12-10	BAC	406	406	390	390	390
2025-12-10	BLK	406	406	206	206	206
2025-12-10	BMY	406	406	362	362	362
2025-12-10	C	406	406	387	387	387
2025-12-10	CAT	406	406	382	382	382
2025-12-10	CL	406	406	213	213	213
2025-12-10	CME	406	406	128	128	128
2025-12-10	CMG	406	406	389	389	389
2025-12-10	COIN	406	406	390	390	390
2025-12-10	COP	406	406	367	367	367
2025-12-10	COST	406	406	390	390	390
2025-12-10	CRM	406	406	389	389	389
2025-12-10	CSCO	406	406	388	388	388
2025-12-10	CVS	406	406	362	362	362
2025-12-10	CVX	406	406	390	390	390
2025-12-10	DE	406	406	297	297	297
2025-12-10	DIS	406	406	389	389	389
2025-12-10	EOG	406	406	240	240	240
2025-12-10	ETN	406	406	306	306	306
2025-12-10	GE	406	406	363	363	363
2025-12-10	GILD	406	406	276	276	276
2025-12-10	GIS	406	406	249	249	249
2025-12-10	GOOGL	406	406	390	390	390
2025-12-10	GS	406	406	390	390	390
2025-12-10	HAL	406	406	339	339	339
2025-12-10	HD	406	406	381	381	381
2025-12-10	HON	406	406	237	237	237
2025-12-10	HOOD	406	406	390	390	390
2025-12-10	ICE	406	406	109	109	109
2025-12-10	INTC	406	406	390	390	390
2025-12-10	JNJ	406	406	390	390	390
2025-12-10	JPM	406	406	390	390	390
2025-12-10	KEY	406	406	282	282	282
2025-12-10	KHC	406	406	313	313	313
2025-12-10	KO	406	406	385	385	385
2025-12-10	LLY	406	406	390	390	390
2025-12-10	LMT	406	406	333	333	333
2025-12-10	LOW	406	406	263	263	263
2025-12-10	MA	406	406	376	376	376
2025-12-10	MCD	406	406	347	347	347
2025-12-10	META	406	406	390	390	390
2025-12-10	MMM	406	406	284	284	284
2025-12-10	MO	406	406	336	336	336
2025-12-10	MPC	406	406	126	126	126
2025-12-10	MRK	406	406	381	381	381
2025-12-10	MS	406	406	356	356	356
2025-12-10	MSFT	406	406	390	390	390
2025-12-10	MU	406	406	390	390	390
2025-12-10	NFLX	406	406	390	390	390
2025-12-10	NKE	406	406	390	390	390
2025-12-10	NOC	406	406	116	116	116
2025-12-10	NOW	406	406	288	288	288
2025-12-10	NVDA	406	406	391	391	391
2025-12-10	ORCL	406	406	388	388	388
2025-12-10	OXY	406	406	372	372	372
2025-12-10	PEP	406	406	389	389	389
2025-12-10	PFE	406	406	389	389	389
2025-12-10	PG	406	406	385	385	385
2025-12-10	PLTR	406	406	390	390	390
2025-12-10	PM	406	406	285	285	285
2025-12-10	PNC	406	406	294	294	294
2025-12-10	PSX	406	406	235	235	235
2025-12-10	PYPL	406	406	390	390	390
2025-12-10	QCOM	406	406	390	390	390
2025-12-10	QQQ	406	406	405	405	405
2025-12-10	RBLX	406	406	373	373	373
2025-12-10	RF	406	406	104	104	104
2025-12-10	RTX	406	406	333	333	333
2025-12-10	SBUX	406	406	384	384	384
2025-12-10	SCHW	406	406	318	318	318
2025-12-10	SHOP	406	406	390	390	390
2025-12-10	SLB	406	406	388	388	388
2025-12-10	SNOW	406	406	390	390	390
2025-12-10	SOFI	406	406	390	390	390
2025-12-10	SPGI	406	406	111	111	111
2025-12-10	SPY	406	406	405	405	405
2025-12-10	TFC	406	406	213	213	213
2025-12-10	TGT	406	406	390	390	390
2025-12-10	TSLA	406	406	390	390	390
2025-12-10	UBER	406	406	390	390	390
2025-12-10	UNH	406	406	390	390	390
2025-12-10	UPST	406	406	380	380	380
2025-12-10	USB	406	406	334	334	334
2025-12-10	V	406	406	384	384	384
2025-12-10	VLO	406	406	294	294	294
2025-12-10	WFC	406	406	377	377	377
2025-12-10	WMT	406	406	390	390	390
2025-12-10	XOM	406	406	390	390	390
2025-12-11	AAPL	406	406	390	390	390
2025-12-11	ABBV	406	406	354	354	354
2025-12-11	ABNB	406	406	342	342	342
2025-12-11	ADBE	406	406	390	390	390
2025-12-11	AFRM	406	406	383	383	383
2025-12-11	ALLY	406	406	269	269	269
2025-12-11	AMD	406	406	390	390	390
2025-12-11	AMGN	406	406	315	315	315
2025-12-11	AMZN	406	406	390	390	390
2025-12-11	AVGO	406	406	390	390	390
2025-12-11	AXP	406	406	385	385	385
2025-12-11	BA	406	406	390	390	390
2025-12-11	BAC	406	406	390	390	390
2025-12-11	BLK	406	406	274	274	274
2025-12-11	BMY	406	406	343	343	343
2025-12-11	C	406	406	389	389	389
2025-12-11	CAT	406	406	390	390	390
2025-12-11	CL	406	406	247	247	247
2025-12-11	CME	406	406	181	181	181
2025-12-11	CMG	406	406	390	390	390
2025-12-11	COIN	406	406	390	390	390
2025-12-11	COP	406	406	345	345	345
2025-12-11	COST	406	406	390	390	390
2025-12-11	CRM	406	406	389	389	389
2025-12-11	CSCO	406	406	388	388	388
2025-12-11	CVS	406	406	379	379	379
2025-12-11	CVX	406	406	387	387	387
2025-12-11	DE	406	406	334	334	334
2025-12-11	DIS	406	406	390	390	390
2025-12-11	EOG	406	406	242	242	242
2025-12-11	ETN	406	406	245	245	245
2025-12-11	GE	406	406	371	371	371
2025-12-11	GILD	406	406	327	327	327
2025-12-11	GIS	406	406	292	292	292
2025-12-11	GOOGL	406	406	391	391	391
2025-12-11	GS	406	406	390	390	390
2025-12-11	HAL	406	406	338	338	338
2025-12-11	HD	406	406	388	388	388
2025-12-11	HON	406	406	247	247	247
2025-12-11	HOOD	406	406	390	390	390
2025-12-11	ICE	406	406	115	115	115
2025-12-11	INTC	406	406	390	390	390
2025-12-11	JNJ	406	406	386	386	386
2025-12-11	JPM	406	406	390	390	390
2025-12-11	KEY	406	406	251	251	251
2025-12-11	KHC	406	406	308	308	308
2025-12-11	KO	406	406	390	390	390
2025-12-11	LLY	406	406	388	388	388
2025-12-11	LMT	406	406	367	367	367
2025-12-11	LOW	406	406	309	309	309
2025-12-11	MA	406	406	388	388	388
2025-12-11	MCD	406	406	381	381	381
2025-12-11	META	406	406	390	390	390
2025-12-11	MMM	406	406	332	332	332
2025-12-11	MO	406	406	369	369	369
2025-12-11	MPC	406	406	143	143	143
2025-12-11	MRK	406	406	387	387	387
2025-12-11	MS	406	406	371	371	371
2025-12-11	MSFT	406	406	390	390	390
2025-12-11	MU	406	406	390	390	390
2025-12-11	NFLX	406	406	390	390	390
2025-12-11	NKE	406	406	390	390	390
2025-12-11	NOC	406	406	121	121	121
2025-12-11	NOW	406	406	351	351	351
2025-12-11	NVDA	406	406	390	390	390
2025-12-11	ORCL	406	406	390	390	390
2025-12-11	OXY	406	406	386	386	386
2025-12-11	PEP	406	406	384	384	384
2025-12-11	PFE	406	406	390	390	390
2025-12-11	PG	406	406	384	384	384
2025-12-11	PLTR	406	406	390	390	390
2025-12-11	PM	406	406	305	305	305
2025-12-11	PNC	406	406	314	314	314
2025-12-11	PSX	406	406	235	235	235
2025-12-11	PYPL	406	406	390	390	390
2025-12-11	QCOM	406	406	388	388	388
2025-12-11	QQQ	406	406	405	405	405
2025-12-11	RBLX	406	406	367	367	367
2025-12-11	RF	406	406	177	177	177
2025-12-11	RTX	406	406	367	367	367
2025-12-11	SBUX	406	406	384	384	384
2025-12-11	SCHW	406	406	341	341	341
2025-12-11	SHOP	406	406	386	386	386
2025-12-11	SLB	406	406	384	384	384
2025-12-11	SNOW	406	406	390	390	390
2025-12-11	SOFI	406	406	390	390	390
2025-12-11	SPGI	406	406	132	132	132
2025-12-11	SPY	406	406	405	405	405
2025-12-11	TFC	406	406	247	247	247
2025-12-11	TGT	406	406	390	390	390
2025-12-11	TSLA	406	406	390	390	390
2025-12-11	UBER	406	406	390	390	390
2025-12-11	UNH	406	406	390	390	390
2025-12-11	UPST	406	406	383	383	383
2025-12-11	USB	406	406	303	303	303
2025-12-11	V	406	406	390	390	390
2025-12-11	VLO	406	406	313	313	313
2025-12-11	WFC	406	406	389	389	389
2025-12-11	WMT	406	406	390	390	390
2025-12-11	XOM	406	406	390	390	390
2025-12-12	AAPL	406	406	391	391	391
2025-12-12	ABBV	406	406	367	367	367
2025-12-12	ABNB	406	406	372	372	372
2025-12-12	ADBE	406	406	390	390	390
2025-12-12	AFRM	406	406	385	385	385
2025-12-12	ALLY	406	406	205	205	205
2025-12-12	AMD	406	406	390	390	390
2025-12-12	AMGN	406	406	311	311	311
2025-12-12	AMZN	406	406	390	390	390
2025-12-12	AVGO	406	406	391	391	391
2025-12-12	AXP	406	406	372	372	372
2025-12-12	BA	406	406	390	390	390
2025-12-12	BAC	406	406	390	390	390
2025-12-12	BLK	406	406	235	235	235
2025-12-12	BMY	406	406	383	383	383
2025-12-12	C	406	406	386	386	386
2025-12-12	CAT	406	406	389	389	389
2025-12-12	CL	406	406	275	275	275
2025-12-12	CME	406	406	201	201	201
2025-12-12	CMG	406	406	388	388	388
2025-12-12	COIN	406	406	390	390	390
2025-12-12	COP	406	406	352	352	352
2025-12-12	COST	406	406	390	390	390
2025-12-12	CRM	406	406	390	390	390
2025-12-12	CSCO	406	406	389	389	389
2025-12-12	CVS	406	406	371	371	371
2025-12-12	CVX	406	406	388	388	388
2025-12-12	DE	406	406	342	342	342
2025-12-12	DIS	406	406	390	390	390
2025-12-12	EOG	406	406	289	289	289
2025-12-12	ETN	406	406	330	330	330
2025-12-12	GE	406	406	386	386	386
2025-12-12	GILD	406	406	348	348	348
2025-12-12	GIS	406	406	296	296	296
2025-12-12	GOOGL	406	406	390	390	390
2025-12-12	GS	406	406	390	390	390
2025-12-12	HAL	406	406	338	338	338
2025-12-12	HD	406	406	389	389	389
2025-12-12	HON	406	406	252	252	252
2025-12-12	HOOD	406	406	390	390	390
2025-12-12	ICE	406	406	104	104	104
2025-12-12	INTC	406	406	390	390	390
2025-12-12	JNJ	406	406	385	385	385
2025-12-12	JPM	406	406	390	390	390
2025-12-12	KEY	406	406	230	230	230
2025-12-12	KHC	406	406	328	328	328
2025-12-12	KO	406	406	390	390	390
2025-12-12	LLY	406	406	390	390	390
2025-12-12	LMT	406	406	367	367	367
2025-12-12	LOW	406	406	276	276	276
2025-12-12	MA	406	406	386	386	386
2025-12-12	MCD	406	406	388	388	388
2025-12-12	META	406	406	390	390	390
2025-12-12	MMM	406	406	273	273	273
