scope_symbol_days	expected_slots_total	stock_days_exact_expected	quote_days_exact_expected	trade_days_positive	enrich_days_equal_trade_slots	stock_slots_total	quote_slots_total	trade_slots_total	enrich_slots_total	enrich_vs_trade_slot_pct	stock_rows_total	quote_rows_total	trade_rows_total	enrich_rows_total
200	45200	200	200	200	200	45200	45200	37159	37159	100	45200	86955889	4964926	4964926
