HorizonYears,Mode,PersonId,Person,FundsUsed,AssignmentsUsed,Start,End,TradingDays,Calmar,AnnualizedReturn,MaxDrawdown,SPYCalmarSameWindow,QQQCalmarSameWindow,BeatsSPY,BeatsQQQ,BeatsEither
2,full,PM::Eric Moreau,Eric Moreau,1,1,2024-03-13,2026-03-13,501,0.7263897744368721,0.14578584786755666,-0.200699201720696,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Hamilton Reiner,Hamilton Reiner,3,3,2024-03-13,2026-03-13,501,0.7188253362644265,0.10631507936082785,-0.14790112979784964,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Raffaele Zingone,Raffaele Zingone,2,2,2024-03-13,2026-03-13,501,0.7091794548125228,0.0855658670876771,-0.12065474613939164,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Vanessa Yang,Vanessa Yang,15,15,2024-03-13,2026-03-13,501,0.6851550330091691,0.11091397294584238,-0.16188157074277532,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Wayne Xie,Wayne Xie,15,15,2024-03-13,2026-03-13,501,0.6851550330091691,0.1109139729458426,-0.16188157074277565,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Christopher Day,Christopher Day,1,1,2024-03-13,2026-03-13,501,0.6694193456977787,0.039769512203805535,-0.05940896757674552,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Bob Elliott,Bob Elliott,1,1,2024-03-13,2026-03-13,501,0.6629578984552307,0.08824162060092289,-0.13310290262252877,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Bruce McNevin,Bruce McNevin,1,1,2024-03-13,2026-03-13,501,0.6629578984552307,0.08824162060092289,-0.13310290262252877,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::James Maund,James Maund,2,2,2024-03-13,2026-03-13,501,0.6576213106780847,0.08826338125864197,-0.134216120775697,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Jonathan Shelon,Jonathan Shelon,2,2,2024-03-13,2026-03-13,501,0.6576213106780847,0.08826338125864197,-0.134216120775697,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Qiao Duan,Qiao Duan,6,6,2024-03-13,2026-03-13,501,0.6129962345792228,0.1025886049731346,-0.1673560116459022,0.7881149143201435,0.7412536460068084,False,False,False
2,full,PM::Russell Korgaonkar,Russell Korgaonkar,1,1,2024-03-13,2026-03-13,501,0.5996198602908601,0.11828798853425138,-0.1972716321918906,0.7881149143201435,0.7412536460068084,False,False,False
